# q, R, dR
1.482200000000000011e-02 1.003614643122969108e+00 5.505113315436798577e-02
1.582199999999999926e-02 9.963853568770308922e-01 5.505113315436798577e-02
2.182199999999999765e-02 6.958484497762797982e-01 6.339886340202152692e-02
2.282199999999999854e-02 3.322323137553999106e-01 3.002413412459408945e-02
2.382199999999999943e-02 1.709757774931858210e-01 1.532244490959602107e-02
2.482200000000000031e-02 1.122984426933045787e-01 9.976814821114126861e-03
2.582199999999999773e-02 8.033235596466530015e-02 7.073409555534768481e-03
2.682199999999999862e-02 5.990791370197004473e-02 5.226546288646333714e-03
2.782199999999999951e-02 4.528147816012149940e-02 3.913558095793251076e-03
2.948866666666666303e-02 3.051939545801777773e-02 1.968422668309891422e-03
3.082199999999999870e-02 2.289108051083071568e-02 1.921030102169966718e-03
3.182200000000000306e-02 1.866341081553374998e-02 1.550371361513576060e-03
3.282200000000000395e-02 1.575789289572972901e-02 1.295563226678847794e-03
3.448866666666667441e-02 1.168101905894747446e-02 7.592486669234123483e-04
3.582199999999999968e-02 9.625399729978788982e-03 7.666650526360914821e-04
3.682200000000000056e-02 8.186391939829522693e-03 6.452944400383009687e-04
3.832200000000000190e-02 6.682446949253822988e-03 4.500052070906741027e-04
3.982200000000000323e-02 5.317900839722678082e-03 3.650258605160255649e-04
4.482200000000000073e-02 2.872846595050743135e-03 2.410628479389702902e-04
4.982200000000000517e-02 1.734007599354890888e-03 1.399037967726951364e-04
5.482200000000000267e-02 1.105774778200460792e-03 8.618605901157038796e-05
5.982200000000000017e-02 7.356866858728300373e-04 4.512796307055229241e-05
6.482200000000000462e-02 5.365619158877886399e-04 3.974563474161636381e-05
6.982200000000000906e-02 3.935054635294253406e-04 2.868493860736060180e-05
7.482199999999999962e-02 2.886333396192358909e-04 2.081918753200114663e-05
7.982200000000000406e-02 2.166227709068605108e-04 1.317218709053341247e-05
8.482200000000000850e-02 1.744886174029669544e-04 1.247218234800633212e-05
8.982199999999999906e-02 1.331479958216258614e-04 9.519778342864991207e-06
9.482200000000000351e-02 1.038939716030261729e-04 7.443635889865532396e-06
9.982200000000000795e-02 8.274510079816867528e-05 5.039062430167243313e-06
1.198219999999999980e-01 3.438415959624605776e-05 2.049281456294564686e-06
1.398220000000000018e-01 1.434616672809618438e-05 8.743245519165844652e-07
1.598219999999999918e-01 5.629520757875294910e-06 3.236787008778443462e-07
1.798219999999999819e-01 1.902150692184655345e-06 1.472096004573950759e-07
1.998219999999999996e-01 6.530146687781674626e-07 5.102257493078517904e-08
2.398219999999999796e-01 5.483481635479393304e-08 8.769901796470736553e-09
2.798220000000000152e-01 1.655833741480703469e-07 1.134643767559502538e-08
3.198219999999999952e-01 1.799728066318042087e-07 1.298671451513758130e-08
3.598219999999999752e-01 1.183283705916402231e-07 9.549527746432889810e-09
3.998220000000000107e-01 5.651337632142725058e-08 6.851417879423941465e-09
4.398219999999999907e-01 2.218500848865950024e-08 6.362472281591198204e-09
4.798219999999999708e-01 4.714044503949801669e-09 5.483917874295560961e-09
5.198220000000000063e-01 5.928031674702775774e-09 6.386968155370027740e-09
5.598220000000000418e-01 1.041348580679779643e-08 7.872164409392037383e-09
5.998219999999999663e-01 7.680878355565527115e-09 6.974431921160638777e-09
6.398220000000000018e-01 6.339399129275961261e-09 6.283888194390671695e-09
