# q, R, dR
1.482200000000000011e-02 1.020052138693658295e+00 7.330931785885233531e-02
1.582199999999999926e-02 1.009689733060525674e+00 7.215019349811438443e-02
1.682200000000000015e-02 1.019439928776773474e+00 7.215888741522649696e-02
1.782199999999999757e-02 1.023214393221215213e+00 7.177764780204978767e-02
1.882199999999999845e-02 1.001924349082307319e+00 6.991709375140868488e-02
1.982199999999999934e-02 9.705294589047427367e-01 6.744094232993580462e-02
2.082200000000000023e-02 9.551499982607781769e-01 6.588875966808958873e-02
2.182199999999999765e-02 7.119913783017152165e-01 5.561914854199422747e-02
2.282199999999999854e-02 3.675303808003758665e-01 2.839171213162908214e-02
2.382199999999999943e-02 1.984216305286159443e-01 1.515111837345288308e-02
2.482200000000000031e-02 1.248976122671922179e-01 9.423720791049633796e-03
2.582199999999999773e-02 9.104042137623132025e-02 6.784699856362790514e-03
2.682199999999999862e-02 6.586107315313742550e-02 4.846640247132974824e-03
2.832199999999999995e-02 4.649419118244804694e-02 2.570046531982488319e-03
2.982199999999999782e-02 3.172357833321177989e-02 1.453008638339685138e-03
3.082199999999999870e-02 2.623786711521751414e-02 1.828765136072688698e-03
3.182200000000000306e-02 2.218026515319000691e-02 1.523755603994783343e-03
3.282200000000000395e-02 1.822239425967193960e-02 1.233691929397689102e-03
3.448866666666667441e-02 1.332189974796622704e-02 6.001960774332113164e-04
3.582199999999999968e-02 1.084254495580436704e-02 7.017604709558401387e-04
3.732200000000000101e-02 8.806481638996924502e-03 4.335493532874137878e-04
3.882200000000000234e-02 7.312691350140117924e-03 4.511345926035556443e-04
3.982200000000000323e-02 6.177064737333485406e-03 3.102937400025460621e-04
4.482200000000000073e-02 3.414176167057936164e-03 2.375863733438198606e-04
4.982200000000000517e-02 2.091779159987386394e-03 1.373632433101820531e-04
5.482200000000000267e-02 1.367977751445593072e-03 8.523261440922481815e-05
5.982200000000000017e-02 9.193595412648965281e-04 3.660736386127198106e-05
6.482200000000000462e-02 6.610437690479489597e-04 3.799221752902353288e-05
6.982200000000000906e-02 4.768919859848525867e-04 1.855003984883394288e-05
7.482199999999999962e-02 3.636631551900979323e-04 2.005859921493809535e-05
7.982200000000000406e-02 2.702109008250738265e-04 1.030050257273614141e-05
8.482200000000000850e-02 2.163330736462170040e-04 1.180599996768101587e-05
8.982199999999999906e-02 1.614755874781552967e-04 6.149493380515847587e-06
9.482200000000000351e-02 1.268591879143891540e-04 6.993240645360051864e-06
9.982200000000000795e-02 1.030203655558093367e-04 3.968818617614755441e-06
1.098220000000000030e-01 6.639983762251779997e-05 2.282099292562546880e-06
1.198219999999999980e-01 4.335369335919409147e-05 1.531631506292619411e-06
1.298219999999999930e-01 2.784585910556315987e-05 1.026247300006068429e-06
1.398220000000000018e-01 1.908994616515934345e-05 7.354143314989732189e-07
1.498219999999999830e-01 1.203445354363357839e-05 5.084442967171917283e-07
1.598219999999999918e-01 7.471743913847044298e-06 2.579359614462117207e-07
1.698220000000000007e-01 4.403632607670691573e-06 1.668625982712736049e-07
1.798219999999999819e-01 2.604912909242443661e-06 1.231730097885376924e-07
1.898219999999999907e-01 1.450419160652077049e-06 9.277260295283761130e-08
1.998219999999999996e-01 7.981643220181177200e-07 7.261768625080735035e-08
2.098219999999999807e-01 3.886679404078923593e-07 2.465138519882316407e-08
2.198219999999999896e-01 2.032345035751845555e-07 1.792067653454457107e-08
2.298219999999999985e-01 1.599244305744131379e-07 1.699825618145055088e-08
2.398219999999999796e-01 1.649180391405092968e-07 1.656346552372148390e-08
2.498219999999999885e-01 1.943895088263123485e-07 1.685811229054774978e-08
2.598219999999999974e-01 2.202182605595318701e-07 1.488427563658220451e-08
2.698220000000000063e-01 2.552506487298677839e-07 1.722315913365622305e-08
2.798220000000000152e-01 3.196400885819622156e-07 2.192680510894017880e-08
2.898219999999999685e-01 3.022918676912858082e-07 1.924579660778216195e-08
2.998219999999999774e-01 2.934597699710209860e-07 1.374088129149457389e-08
3.164886666666666404e-01 2.703888870125877174e-07 1.144934089839370620e-08
3.398220000000000129e-01 2.012655166147433349e-07 1.880513050217977532e-08
3.598219999999999752e-01 1.562819889895653573e-07 1.926933359113674898e-08
3.798219999999999930e-01 1.052132228910019661e-07 1.468357186212852349e-08
3.998220000000000107e-01 5.917079781643076429e-08 1.238406132728720604e-08
4.198219999999999730e-01 3.876954138546360285e-08 1.242932953057740878e-08
4.398219999999999907e-01 1.018221702986840614e-08 1.566223353394009226e-08
4.598220000000000085e-01 1.474275357080767380e-07 2.228727458400526957e-06
4.798219999999999708e-01 6.042948780397630318e-09 1.274986850797966855e-08
4.998219999999999885e-01 9.873785093350884598e-09 1.082632802244457064e-08
5.198220000000000063e-01 3.719182470076367397e-09 9.756459627643095338e-08
5.398220000000000240e-01 8.442095903159156172e-09 1.060329562819210925e-08
5.598220000000000418e-01 1.285564949805603644e-08 1.421513932606039961e-08
5.798219999999999485e-01 1.033823451083875764e-08 1.686759701146937517e-08
6.098219999999999752e-01 7.899588544438082195e-08 7.698796458735822975e-06
6.398220000000000018e-01 1.311209143212497149e-08 1.446230760517319368e-08
6.598220000000000196e-01 2.760222935871418307e-08 2.244173833744150425e-08
6.798220000000000374e-01 1.222638767651730452e-08 1.640794797128581177e-08
