# q, R, dR, dq
1.499999999999999944e-02 9.706135399714509449e-01 3.746185097272905409e-03 7.500000000000000156e-04
1.600000000000000033e-02 9.739868467138340646e-01 3.684062070384756284e-03 8.000000000000000383e-04
1.700000000000000122e-02 9.890122804813288315e-01 3.786304762451916158e-03 8.500000000000000611e-04
1.799999999999999864e-02 1.005762167960872810e+00 3.822684450239380739e-03 8.999999999999999754e-04
1.899999999999999953e-02 1.012444467130081627e+00 3.818112477473736138e-03 9.499999999999999981e-04
2.000000000000000042e-02 1.026925388685588025e+00 3.824066445977904009e-03 1.000000000000000021e-03
2.100000000000000130e-02 1.021255309056843030e+00 3.799977175590450989e-03 1.050000000000000152e-03
2.199999999999999872e-02 8.057548753828963628e-01 3.756617371699520411e-03 1.100000000000000066e-03
2.299999999999999961e-02 3.340427046562449709e-01 2.377731347213756993e-03 1.149999999999999981e-03
2.400000000000000050e-02 2.002873594485283515e-01 1.776080763563625065e-03 1.200000000000000112e-03
2.500000000000000139e-02 1.395343695510666837e-01 1.448173672447784820e-03 1.250000000000000243e-03
2.599999999999999881e-02 1.032316391258822907e-01 1.206102154527223178e-03 1.299999999999999940e-03
2.699999999999999969e-02 7.785637709999915224e-02 1.066974778367212528e-03 1.350000000000000071e-03
2.850000000000000103e-02 5.720809003871964171e-02 6.230801750834053790e-04 1.425000000000000051e-03
2.999999999999999889e-02 4.005087625875417695e-02 3.884636678283256506e-04 1.500000000000000031e-03
3.099999999999999978e-02 3.425792959541414107e-02 6.906805324359389193e-04 1.550000000000000162e-03
3.200000000000000067e-02 2.921609546990396739e-02 6.544495887757183737e-04 1.600000000000000077e-03
3.300000000000000155e-02 2.492956221278506967e-02 5.802442307527408590e-04 1.650000000000000208e-03
3.466666666666667201e-02 1.896317901937961958e-02 2.420692057488910446e-04 1.733333333333333687e-03
3.599999999999999728e-02 1.609148585584851271e-02 4.746294029077660279e-04 1.799999999999999951e-03
3.749999999999999861e-02 1.348076419874225801e-02 3.056304506803793407e-04 1.874999999999999931e-03
3.899999999999999994e-02 1.129464530103907460e-02 3.978935232537761033e-04 1.950000000000000127e-03
4.000000000000000083e-02 9.861151484692812219e-03 1.974186398435223352e-04 2.000000000000000042e-03
4.499999999999999833e-02 5.851003724529144599e-03 3.162116900532747465e-05 2.249999999999999830e-03
5.000000000000000278e-02 3.766612295793923555e-03 2.402212223598698928e-05 2.500000000000000486e-03
5.500000000000000028e-02 2.503774274072018829e-03 1.958891510145346524e-05 2.750000000000000274e-03
5.999999999999999778e-02 1.794913561353011361e-03 8.334274153147629082e-06 3.000000000000000062e-03
6.500000000000000222e-02 1.296717560858355817e-03 1.261945952981016509e-05 3.250000000000000284e-03
7.000000000000000666e-02 9.645675810966268136e-04 5.662871694419745955e-06 3.500000000000000507e-03
7.499999999999999722e-02 7.591155626565280166e-04 9.552089700416281862e-06 3.749999999999999861e-03
8.000000000000000167e-02 5.744027746482321777e-04 4.193277775042738424e-06 4.000000000000000083e-03
8.500000000000000611e-02 4.684999842078103448e-04 6.602310220984556894e-06 4.250000000000000305e-03
8.999999999999999667e-02 3.521877057579962146e-04 2.998902265120134952e-06 4.499999999999999660e-03
9.500000000000000111e-02 2.839519934164210163e-04 5.272434449371280417e-06 4.750000000000000749e-03
1.000000000000000056e-01 2.275688858731187173e-04 2.569369802400226304e-06 5.000000000000000971e-03
1.100000000000000006e-01 1.403601872222479227e-04 6.653223874505945365e-07 5.500000000000000548e-03
1.199999999999999956e-01 9.463166613637168545e-05 5.540859308493619836e-07 6.000000000000000125e-03
1.300000000000000044e-01 6.131149245115511347e-05 4.247833098701799311e-07 6.500000000000000569e-03
1.400000000000000133e-01 3.941385252708514455e-05 3.465766373459232799e-07 7.000000000000001013e-03
1.499999999999999944e-01 2.534515574785154140e-05 2.511420015113624361e-07 7.499999999999999722e-03
1.600000000000000033e-01 1.588597502325140844e-05 1.192601724955649232e-07 8.000000000000000167e-03
1.700000000000000122e-01 9.409460205611919293e-06 9.019985089456609255e-08 8.500000000000000611e-03
1.799999999999999933e-01 5.316718693252776021e-06 5.819179659947973705e-08 8.999999999999999320e-03
1.900000000000000022e-01 2.919940564726037640e-06 5.301374272887190199e-08 9.500000000000001499e-03
2.000000000000000111e-01 1.592619676500683312e-06 3.712222464251803171e-08 1.000000000000000194e-02
2.099999999999999922e-01 9.232211089010620293e-07 1.455068638140369607e-08 1.050000000000000065e-02
