# q, R, dR, dq
1.499999999999999944e-02 9.740776377688906695e-01 3.705717630714869953e-03 7.500000000000000156e-04
1.600000000000000033e-02 9.786161743692648463e-01 3.681436249868935608e-03 8.000000000000000383e-04
1.700000000000000122e-02 9.901597066874592290e-01 3.773735201594076785e-03 8.500000000000000611e-04
1.799999999999999864e-02 1.004918514344846914e+00 3.824741764794772209e-03 8.999999999999999754e-04
1.899999999999999953e-02 1.010164794971176949e+00 3.788176439123905944e-03 9.499999999999999981e-04
2.000000000000000042e-02 1.016636598885870768e+00 3.852973786188318428e-03 1.000000000000000021e-03
2.100000000000000130e-02 1.025426572972490291e+00 3.819646272766998116e-03 1.050000000000000152e-03
2.199999999999999872e-02 8.252089683310416257e-01 3.769852967654296720e-03 1.100000000000000066e-03
2.299999999999999961e-02 3.364494674428527010e-01 2.352119646474217646e-03 1.149999999999999981e-03
2.400000000000000050e-02 2.022288595738912786e-01 1.746833455474690018e-03 1.200000000000000112e-03
2.500000000000000139e-02 1.398180568071932250e-01 1.440377977340380781e-03 1.250000000000000243e-03
2.599999999999999881e-02 1.041816077569254206e-01 1.211053904973975227e-03 1.299999999999999940e-03
2.699999999999999969e-02 8.082328424512531806e-02 1.078685379049174661e-03 1.350000000000000071e-03
2.850000000000000103e-02 5.697476212333511814e-02 6.381381728640437255e-04 1.425000000000000051e-03
2.999999999999999889e-02 4.125321261751398183e-02 3.795524730017842932e-04 1.500000000000000031e-03
3.099999999999999978e-02 3.507378747180756040e-02 6.953008257275360843e-04 1.550000000000000162e-03
3.200000000000000067e-02 2.986017460965418452e-02 6.302314444642286365e-04 1.600000000000000077e-03
3.300000000000000155e-02 2.538362580284248687e-02 5.971679252645537873e-04 1.650000000000000208e-03
3.466666666666667201e-02 1.951280827269894283e-02 2.431778533425324527e-04 1.733333333333333687e-03
3.599999999999999728e-02 1.673884556791642095e-02 4.786831597454492744e-04 1.799999999999999951e-03
3.749999999999999861e-02 1.427421316523429067e-02 3.245048881117917178e-04 1.874999999999999931e-03
3.899999999999999994e-02 1.148909220338031716e-02 4.035478328468262033e-04 1.950000000000000127e-03
4.000000000000000083e-02 1.001447673387587632e-02 1.909538228005417293e-04 2.000000000000000042e-03
4.499999999999999833e-02 5.831165995663068619e-03 3.179252911209588990e-05 2.249999999999999830e-03
5.000000000000000278e-02 3.710254290212810016e-03 2.382523143191833740e-05 2.500000000000000486e-03
5.500000000000000028e-02 2.530277809578839344e-03 1.923433920975515957e-05 2.750000000000000274e-03
5.999999999999999778e-02 1.752670429319507037e-03 8.068517638713166746e-06 3.000000000000000062e-03
6.500000000000000222e-02 1.296441544767286576e-03 1.280664105847297048e-05 3.250000000000000284e-03
7.000000000000000666e-02 9.694557335259434711e-04 5.772153345593203469e-06 3.500000000000000507e-03
7.499999999999999722e-02 7.356362364855883974e-04 9.145432876385960693e-06 3.749999999999999861e-03
8.000000000000000167e-02 5.705949186034129598e-04 4.231758830471952174e-06 4.000000000000000083e-03
8.500000000000000611e-02 4.421230824055980197e-04 6.427171834239009995e-06 4.250000000000000305e-03
8.999999999999999667e-02 3.561861246567628661e-04 3.028576356595931190e-06 4.499999999999999660e-03
9.500000000000000111e-02 2.857111338409929380e-04 5.304216331762425391e-06 4.750000000000000749e-03
1.000000000000000056e-01 2.220701046986812499e-04 2.372094747706606130e-06 5.000000000000000971e-03
1.100000000000000006e-01 1.439448720569987323e-04 6.744962913689445267e-07 5.500000000000000548e-03
1.199999999999999956e-01 9.387086329783453961e-05 6.069463033891499131e-07 6.000000000000000125e-03
1.300000000000000044e-01 6.096161789583422441e-05 4.352479973221069593e-07 6.500000000000000569e-03
1.400000000000000133e-01 3.908175771207962433e-05 3.311244669265950338e-07 7.000000000000001013e-03
1.499999999999999944e-01 2.503865849787376550e-05 3.005471986495411555e-07 7.499999999999999722e-03
1.600000000000000033e-01 1.523166905691319785e-05 1.147710885693507623e-07 8.000000000000000167e-03
1.700000000000000122e-01 9.033981359151951001e-06 9.301914625241466111e-08 8.500000000000000611e-03
1.799999999999999933e-01 5.226360115057703169e-06 6.617629381876571134e-08 8.999999999999999320e-03
1.900000000000000022e-01 2.800181307078749448e-06 4.764220625860726206e-08 9.500000000000001499e-03
2.000000000000000111e-01 1.540929402186160765e-06 3.983590458087192432e-08 1.000000000000000194e-02
2.099999999999999922e-01 9.354111967079458298e-07 1.558186607698533942e-08 1.050000000000000065e-02
2.200000000000000011e-01 7.852096210401093160e-07 1.032822891311574444e-08 1.100000000000000110e-02
2.300000000000000100e-01 8.855142683746106080e-07 1.412753982510760973e-08 1.150000000000000154e-02
2.399999999999999911e-01 1.138462288074460317e-06 1.701666715026987104e-08 1.200000000000000025e-02
2.500000000000000000e-01 1.436526865372956941e-06 1.845727173607927246e-08 1.250000000000000069e-02
2.600000000000000089e-01 1.712697648873659926e-06 1.462635751778175725e-08 1.300000000000000114e-02
2.700000000000000178e-01 1.897688470669996235e-06 1.881491386712726086e-08 1.350000000000000158e-02
2.800000000000000266e-01 2.009503820775316231e-06 2.113782034689824002e-08 1.400000000000000203e-02
