# q, R, dR, dq
2.899999999999999800e-01 2.007612197005126393e-06 2.135854511107880561e-08 1.449999999999999900e-02
2.999999999999999889e-01 1.910454410512939615e-06 1.336362144267969049e-08 1.499999999999999944e-02
3.166666666666666519e-01 1.643364543577130380e-06 1.232016874790266255e-08 1.583333333333333467e-02
3.400000000000000244e-01 1.232436752432468302e-06 1.344063642458586678e-08 1.700000000000000122e-02
3.599999999999999867e-01 8.656766476743261254e-07 1.308653398599960782e-08 1.799999999999999864e-02
3.800000000000000044e-01 5.617453233699251612e-07 1.014630289015795123e-08 1.900000000000000300e-02
4.000000000000000222e-01 3.220798713672731068e-07 7.498518910613296704e-09 2.000000000000000389e-02
4.199999999999999845e-01 1.648411845124730840e-07 4.353131578808896570e-09 2.100000000000000130e-02
4.400000000000000022e-01 7.412270420368910285e-08 3.180702890665982796e-09 2.200000000000000219e-02
4.600000000000000200e-01 3.064151792963720061e-08 2.712207195770249183e-09 2.300000000000000308e-02
4.799999999999999822e-01 1.184516913308268212e-08 2.828386484565139517e-09 2.400000000000000050e-02
5.000000000000000000e-01 8.795684461884472101e-09 1.913578847055842483e-09 2.500000000000000139e-02
5.200000000000000178e-01 8.533427804404950269e-09 1.920976312282073458e-09 2.600000000000000228e-02
5.400000000000000355e-01 1.003853806460961823e-08 2.595804529260062320e-09 2.700000000000000316e-02
5.600000000000000533e-01 1.018538999502907643e-08 2.759633189635994059e-09 2.800000000000000405e-02
5.799999999999999600e-01 9.056755065987381405e-09 2.178928920615128095e-09 2.899999999999999800e-02
6.099999999999999867e-01 5.975532617080354803e-09 1.544703275050677903e-09 3.049999999999999933e-02
6.400000000000000133e-01 3.338534323887087818e-09 2.376435227554926244e-09 3.200000000000000067e-02
6.600000000000000311e-01 2.829726001838072533e-09 2.587817200434298566e-09 3.300000000000000155e-02
6.800000000000000488e-01 2.032770245889385792e-09 2.172814795003080446e-09 3.400000000000000244e-02
