# q, R, dR
1.482200000000000011e-02 1.073654903784158288e+00 6.355741750228233178e-02
1.582199999999999926e-02 1.037625647470634016e+00 6.006893510755195037e-02
1.682200000000000015e-02 1.031154650503497860e+00 5.797847998031121358e-02
1.782199999999999757e-02 9.989918980229124390e-01 5.469984966314956482e-02
1.882199999999999845e-02 9.787197457920532306e-01 5.199766801302620201e-02
1.982199999999999934e-02 9.577896276865246472e-01 4.929503615283347545e-02
2.082200000000000023e-02 9.220635267402198521e-01 4.601191071404066996e-02
2.182199999999999765e-02 6.915689957962520840e-01 3.760099873034091628e-02
2.282199999999999854e-02 2.761771584705111082e-01 1.446923162147308733e-02
2.382199999999999943e-02 1.701622202127401617e-01 8.583128395268264932e-03
2.482200000000000031e-02 1.152728465141285852e-01 5.605370329021922698e-03
2.582199999999999773e-02 8.241476029299621420e-02 3.867575970760702125e-03
2.682199999999999862e-02 6.283218167882319294e-02 2.848814260110186722e-03
2.832199999999999995e-02 4.447392166699291882e-02 1.542073695457977806e-03
2.982199999999999782e-02 3.112227503083648747e-02 9.156035336138632422e-04
3.082199999999999870e-02 2.567165787084474057e-02 1.045759347780923255e-03
3.182200000000000306e-02 2.258446001245515214e-02 9.031871854975824206e-04
3.282200000000000395e-02 1.794480453986939741e-02 7.197346239605792537e-04
3.448866666666667441e-02 1.429971878105242532e-02 4.112132942021729941e-04
3.582199999999999968e-02 1.150248979323424507e-02 4.638281322831111736e-04
3.732200000000000101e-02 9.620236333707673365e-03 3.221947618613690617e-04
3.882200000000000234e-02 7.662612179376618662e-03 3.405424115151461711e-04
3.982200000000000323e-02 6.849922297352139915e-03 2.197259526052214177e-04
4.482200000000000073e-02 4.013757373705616541e-03 1.244406212254565145e-04
4.982200000000000517e-02 2.562932616937024875e-03 7.818698123159933651e-05
5.482200000000000267e-02 1.742542641580413498e-03 5.317380327793088730e-05
5.982200000000000017e-02 1.196307879594628873e-03 2.973582014655753571e-05
6.482200000000000462e-02 8.896872531812076695e-04 2.760445495555913567e-05
6.982200000000000906e-02 6.487095494644124719e-04 1.632349756983931356e-05
7.482199999999999962e-02 4.994083727517115634e-04 1.595454559849125530e-05
7.982200000000000406e-02 3.817653101036223070e-04 9.732747128633057040e-06
8.482200000000000850e-02 3.056142437119601773e-04 1.005521318543383901e-05
8.982199999999999906e-02 2.359567783454367160e-04 6.109882344563930026e-06
9.482200000000000351e-02 1.847090089566426070e-04 6.424005880627692045e-06
9.982200000000000795e-02 1.511449133483346008e-04 4.039758555598539272e-06
1.098220000000000030e-01 9.518043728285363776e-05 2.180957520201982649e-06
1.198219999999999980e-01 6.269383823880550651e-05 1.450750834154637616e-06
1.298219999999999930e-01 4.047112001458406510e-05 9.459806581469712897e-07
1.398220000000000018e-01 2.580233308814078029e-05 6.185199743968538028e-07
1.498219999999999830e-01 1.661137931884764751e-05 4.067747103200589378e-07
1.598219999999999918e-01 1.019804390576007140e-05 2.401327740880494697e-07
1.698220000000000007e-01 5.956243777468879872e-06 1.430918875957092014e-07
1.798219999999999819e-01 3.506167056454253946e-06 8.754286985582548647e-08
1.898219999999999907e-01 1.854754219717477207e-06 5.263770250390514354e-08
1.998219999999999996e-01 1.081811607398530090e-06 3.274002731465447512e-08
2.098219999999999807e-01 6.398741465431993999e-07 1.693511592310988907e-08
2.198219999999999896e-01 5.153429191497059878e-07 1.314462238852227838e-08
2.298219999999999985e-01 5.575338304704273422e-07 1.463595407230817661e-08
2.398219999999999796e-01 7.020026007458186720e-07 1.833278469409754882e-08
2.498219999999999885e-01 8.590549665058673140e-07 2.181048454300589628e-08
2.598219999999999974e-01 1.001741948605931789e-06 2.387279669895547054e-08
2.698220000000000063e-01 1.115502911556243599e-06 2.664776159891379430e-08
2.798220000000000152e-01 1.162964358944729739e-06 2.798661112536438293e-08
2.898219999999999685e-01 1.151119214288425632e-06 2.788688673800450102e-08
2.998219999999999774e-01 1.099150453387267852e-06 2.549381307375294853e-08
3.164886666666666404e-01 9.351657982847472573e-07 2.189080553823040507e-08
3.398220000000000129e-01 6.867271188800504340e-07 1.650982813190988186e-08
3.598219999999999752e-01 4.835839078861737883e-07 1.212711615303686107e-08
3.798219999999999930e-01 3.105641321543721813e-07 8.148454359324541998e-09
3.998220000000000107e-01 1.749578881056099354e-07 5.098257477885677627e-09
4.198219999999999730e-01 8.980903856172251107e-08 2.544611470863108890e-09
4.398219999999999907e-01 4.038681102597450909e-08 1.547514627895544484e-09
4.598220000000000085e-01 1.627665474623187705e-08 9.437111028663141851e-10
4.798219999999999708e-01 6.199887211417190718e-09 6.321270323137094476e-10
4.998219999999999885e-01 3.328885755948795478e-09 8.426604946063032803e-10
5.198220000000000063e-01 3.784963298226515197e-09 7.145666373030062215e-10
5.398220000000000240e-01 4.492980583233309249e-09 7.463746721965856626e-10
5.598220000000000418e-01 4.724785406112633488e-09 5.964612305939608906e-10
5.798219999999999485e-01 3.588037800225306287e-09 7.329263419490636566e-10
6.098219999999999752e-01 2.362237823730410555e-09 5.127070088165000671e-10
6.398220000000000018e-01 2.290791782409902801e-09 1.480933678981676795e-09
6.598220000000000196e-01 4.012520360684360090e-10 9.696748612841364423e-10
6.798220000000000374e-01 1.223396414898143780e-08 1.119583671656146449e-06
