# q, R, dR, dq
1.499999999999999944e-02 9.701204494632208464e-01 3.693615650915825933e-03 7.500000000000000156e-04
1.600000000000000033e-02 9.760528909648283902e-01 3.677115926704508167e-03 8.000000000000000383e-04
1.700000000000000122e-02 9.947569295419983471e-01 3.701102591658110043e-03 8.500000000000000611e-04
1.799999999999999864e-02 1.004929538548877233e+00 3.742402070320610587e-03 8.999999999999999754e-04
1.899999999999999953e-02 1.010505001418471993e+00 3.848052109395138590e-03 9.499999999999999981e-04
2.000000000000000042e-02 1.019008613016163523e+00 3.780510474005756467e-03 1.000000000000000021e-03
2.100000000000000130e-02 1.024626577046439335e+00 3.788888341706220415e-03 1.050000000000000152e-03
2.199999999999999872e-02 8.120677359468733147e-01 3.807087366788482197e-03 1.100000000000000066e-03
2.299999999999999961e-02 3.272779508964303585e-01 2.328036079736965636e-03 1.149999999999999981e-03
2.400000000000000050e-02 2.040907655731001580e-01 1.719185191427374196e-03 1.200000000000000112e-03
2.500000000000000139e-02 1.405167918087781853e-01 1.465902887943999408e-03 1.250000000000000243e-03
2.599999999999999881e-02 1.049727872997146816e-01 1.279460071597808037e-03 1.299999999999999940e-03
2.699999999999999969e-02 8.007408206399997674e-02 1.071591273228937949e-03 1.350000000000000071e-03
2.850000000000000103e-02 5.709079121621597752e-02 6.150517368872983901e-04 1.425000000000000051e-03
2.999999999999999889e-02 4.144620114366336094e-02 3.859927725813211701e-04 1.500000000000000031e-03
3.099999999999999978e-02 3.504868821141740587e-02 6.765386581474984885e-04 1.550000000000000162e-03
3.200000000000000067e-02 2.963773787616079403e-02 6.447770944789556072e-04 1.600000000000000077e-03
3.300000000000000155e-02 2.485873431147974516e-02 5.936276051514355811e-04 1.650000000000000208e-03
3.466666666666667201e-02 1.970974145024705776e-02 2.488393574233256850e-04 1.733333333333333687e-03
3.599999999999999728e-02 1.697699703704537433e-02 4.827890775199162286e-04 1.799999999999999951e-03
3.749999999999999861e-02 1.311853894248538564e-02 3.063964352779921020e-04 1.874999999999999931e-03
3.899999999999999994e-02 1.064197016112749389e-02 3.981462920775825443e-04 1.950000000000000127e-03
4.000000000000000083e-02 9.866367111674802237e-03 1.887323264089419436e-04 2.000000000000000042e-03
4.499999999999999833e-02 5.881550170322560021e-03 3.202717734915846087e-05 2.249999999999999830e-03
5.000000000000000278e-02 3.841897808388956403e-03 2.447120142845526507e-05 2.500000000000000486e-03
5.500000000000000028e-02 2.586486955818445479e-03 1.899360900560300962e-05 2.750000000000000274e-03
