# q, R, dR
1.482200000000000011e-02 1.086043997694809748e+00 7.718330390593715340e-02
1.582199999999999926e-02 1.047452073368665637e+00 7.438200829511121270e-02
1.682200000000000015e-02 1.012829402798393286e+00 7.177950257974154147e-02
1.782199999999999757e-02 1.001026559460807874e+00 7.048920013706098942e-02
1.882199999999999845e-02 9.798434439163593579e-01 6.863011271383884226e-02
1.982199999999999934e-02 9.730031932450441401e-01 6.758938265490040120e-02
2.082200000000000023e-02 8.998013295159196234e-01 6.262962247660056048e-02
2.182199999999999765e-02 6.473560946316593290e-01 5.056768951880146606e-02
2.282199999999999854e-02 2.791626312526396259e-01 2.156455046635975467e-02
2.382199999999999943e-02 1.647763681136054370e-01 1.258160448630792939e-02
2.482200000000000031e-02 1.087014529115929024e-01 8.201219137580345597e-03
2.582199999999999773e-02 7.988057599283425458e-02 5.952841712288263476e-03
2.682199999999999862e-02 5.882801662705682000e-02 4.328521137531515794e-03
2.832199999999999995e-02 4.097002529227604384e-02 2.262463874476016486e-03
2.982199999999999782e-02 2.841085080747900171e-02 1.298771317585236101e-03
3.082199999999999870e-02 2.355063854621895422e-02 1.639179166275446260e-03
3.182200000000000306e-02 1.962019962373718826e-02 1.345662131866459665e-03
3.282200000000000395e-02 1.610413630158381848e-02 1.087818973137598877e-03
3.448866666666667441e-02 1.196329564217356832e-02 5.388548858528498025e-04
3.582199999999999968e-02 9.817081217871970536e-03 6.325984151315537565e-04
3.732200000000000101e-02 7.897573448496085502e-03 3.874927243551317801e-04
3.882200000000000234e-02 6.281301890551646734e-03 3.851191321597431747e-04
3.982200000000000323e-02 5.400569945023583722e-03 2.709755431731689459e-04
4.482200000000000073e-02 2.951357333225471027e-03 2.055650708809814782e-04
4.982200000000000517e-02 1.803943449134852266e-03 1.185487308928984812e-04
5.482200000000000267e-02 1.154201701265602760e-03 7.193664982612332814e-05
5.982200000000000017e-02 7.823813869956728825e-04 3.113887948770612473e-05
6.482200000000000462e-02 5.584188528955914789e-04 3.204670748995724178e-05
6.982200000000000906e-02 4.008270596789287668e-04 1.559186114106429671e-05
7.482199999999999962e-02 3.044583511126868489e-04 1.669107788242885212e-05
7.982200000000000406e-02 2.266150652130941728e-04 8.625027224551292323e-06
8.482200000000000850e-02 1.758019641336068604e-04 9.497336088837553952e-06
8.982199999999999906e-02 1.375506998711970843e-04 5.213044588539648356e-06
9.482200000000000351e-02 1.097961836992877594e-04 5.934242775367763627e-06
9.982200000000000795e-02 8.704392585294427865e-05 3.308016372223791206e-06
1.098220000000000030e-01 5.424822634120351729e-05 1.821489023012559106e-06
1.198219999999999980e-01 3.582965246663059519e-05 1.217771108182881005e-06
1.298219999999999930e-01 2.316902692068097705e-05 8.098478808646879742e-07
1.398220000000000018e-01 1.507839864340948174e-05 5.450917960518491857e-07
1.498219999999999830e-01 9.677763641762635052e-06 3.665705287310467562e-07
1.598219999999999918e-01 5.902388202465479118e-06 1.934278321286597016e-07
1.698220000000000007e-01 3.640675517432863221e-06 1.264918121606198386e-07
1.798219999999999819e-01 2.103130202216566318e-06 8.348386186276841762e-08
1.898219999999999907e-01 1.182239979878874352e-06 5.627643306231904242e-08
1.998219999999999996e-01 5.916684582289391570e-07 3.958750866089341932e-08
2.098219999999999807e-01 3.094387962377431134e-07 1.554316643918408069e-08
2.198219999999999896e-01 1.677304352959527527e-07 1.563302469266309791e-08
2.298219999999999985e-01 1.113790302364179175e-07 9.556605384866746335e-09
2.398219999999999796e-01 1.342778549627619268e-07 1.262722846305875199e-08
2.498219999999999885e-01 1.829565936920829282e-07 1.309462654698005626e-08
2.598219999999999974e-01 2.124973939882468091e-07 1.293949291834382118e-08
2.698220000000000063e-01 2.537803408457392128e-07 1.273957392689152931e-08
2.798220000000000152e-01 2.724425020176324664e-07 1.489153262132432263e-08
2.898219999999999685e-01 2.856716263068913247e-07 1.356261241730744500e-08
2.998219999999999774e-01 2.857774238426858992e-07 1.067564841857428228e-08
3.164886666666666404e-01 2.637922157408711280e-07 9.476934917704524030e-09
3.398220000000000129e-01 2.100402791832536985e-07 1.274455294134393861e-08
3.598219999999999752e-01 1.521339470702683418e-07 1.060223345430882720e-08
3.798219999999999930e-01 1.040621028568317504e-07 9.609569980318732802e-09
3.998220000000000107e-01 6.397994333038565060e-08 8.961152048474293121e-09
4.198219999999999730e-01 4.122706856494763379e-08 8.684796623256592569e-09
4.398219999999999907e-01 1.826785425892699196e-08 7.117344557666874834e-09
4.598220000000000085e-01 6.269264784896044113e-09 1.052544574223062893e-08
4.798219999999999708e-01 8.207870329614756481e-09 6.210132226887389816e-09
4.998219999999999885e-01 2.467922095706677995e-09 7.746741357485886198e-09
5.198220000000000063e-01 4.605615729022486206e-09 7.918925962374530998e-09
5.398220000000000240e-01 7.344512323422589134e-09 9.222739939230963652e-09
5.598220000000000418e-01 5.883708997172593925e-09 9.599989523818386049e-09
5.798219999999999485e-01 4.856647396359757802e-09 8.368722144932935058e-09
6.098219999999999752e-01 4.813477035342086264e-09 5.588026094346235924e-08
6.398220000000000018e-01 1.533207424640147243e-08 1.318873805460003896e-08
6.598220000000000196e-01 2.206235410080839171e-08 1.382984057012180042e-08
6.798220000000000374e-01 1.149413255529944372e-08 1.195278820676776997e-08
