# q, R, dR
1.482200000000000011e-02 1.098426820627538048e+00 6.475052113923404629e-02
1.582199999999999926e-02 1.054840823389285198e+00 6.089816184546413547e-02
1.682200000000000015e-02 1.028353331735446741e+00 5.786485098121670057e-02
1.782199999999999757e-02 9.957123300173108538e-01 5.456615853942078237e-02
1.882199999999999845e-02 9.729284120364715127e-01 5.175251592028383418e-02
1.982199999999999934e-02 9.333799862649126977e-01 4.824081852321344260e-02
2.082200000000000023e-02 9.163582959290349494e-01 4.578292702182704121e-02
2.182199999999999765e-02 7.549881995615923547e-01 4.104908646319804094e-02
2.282199999999999854e-02 3.107448301259558843e-01 1.626980040213567291e-02
2.382199999999999943e-02 1.824311507943333355e-01 9.194999876826162599e-03
2.482200000000000031e-02 1.243494020011283174e-01 6.031817633304853085e-03
2.582199999999999773e-02 8.844110685918220305e-02 4.133339078151334126e-03
2.682199999999999862e-02 6.430157659849941587e-02 2.903512454829808385e-03
2.782199999999999951e-02 5.128720935696711586e-02 2.236854975432087892e-03
2.882200000000000040e-02 3.992941353416909478e-02 1.694669721138576364e-03
2.982199999999999782e-02 3.191968067488898386e-02 9.374564444356266787e-04
3.082199999999999870e-02 2.626671296536555594e-02 1.060776623924101223e-03
3.182200000000000306e-02 2.207615602555528661e-02 8.790781273244664424e-04
3.282200000000000395e-02 1.948162615853187701e-02 7.624021483193406650e-04
3.382200000000000484e-02 1.662054255054979876e-02 6.442923698996664292e-04
3.482200000000000573e-02 1.326525050269151962e-02 4.009400015528226694e-04
3.582199999999999968e-02 1.137227155989907479e-02 4.582790626425971314e-04
3.682200000000000056e-02 1.048510849390269471e-02 4.211601400983778988e-04
3.832200000000000190e-02 8.688631529637074261e-03 2.907573725105245914e-04
3.982200000000000323e-02 6.951525501633257567e-03 2.182072778929624050e-04
4.482200000000000073e-02 4.038154373579688414e-03 1.253488700771158580e-04
4.982200000000000517e-02 2.593334698091121458e-03 7.920021916456251615e-05
5.482200000000000267e-02 1.691161452177358327e-03 5.167419784977167496e-05
5.982200000000000017e-02 1.177796886959777811e-03 2.936269298901616136e-05
6.482200000000000462e-02 8.610999778555426766e-04 2.680860964453876812e-05
6.982200000000000906e-02 6.325122278115190028e-04 1.594002285603053105e-05
7.482199999999999962e-02 4.780812730019361537e-04 1.532483123221075621e-05
7.982200000000000406e-02 3.669123187461456343e-04 9.368888432452913344e-06
8.482200000000000850e-02 2.822467560940421336e-04 9.435093880766876019e-06
8.982199999999999906e-02 2.262630398656762019e-04 5.910054730199849236e-06
9.482200000000000351e-02 1.808775658297091468e-04 6.405755153844000558e-06
9.982200000000000795e-02 1.423613788496127337e-04 3.837877595955342485e-06
1.098220000000000030e-01 8.985185488988851172e-05 2.087967644343069630e-06
1.198219999999999980e-01 5.803416262329866423e-05 1.347318192056884327e-06
1.298219999999999930e-01 3.769395764256576437e-05 8.848202650730854039e-07
1.398220000000000018e-01 2.404289321796029065e-05 5.772923040167346146e-07
1.498219999999999830e-01 1.559265914142981134e-05 3.828673513401490152e-07
1.598219999999999918e-01 9.676623851277379616e-06 2.282089059196579509e-07
1.698220000000000007e-01 5.887419675745535596e-06 1.420567772297490292e-07
1.798219999999999819e-01 3.617519849888053897e-06 9.004173497473941099e-08
1.898219999999999907e-01 2.066079375206856290e-06 5.537969729285876585e-08
1.998219999999999996e-01 1.162426876231498932e-06 3.441354655884912512e-08
2.098219999999999807e-01 6.741370085524999237e-07 1.734094121487344594e-08
2.198219999999999896e-01 4.400263405490546062e-07 1.132906911504408163e-08
2.298219999999999985e-01 3.898523648951887417e-07 1.051570140558841280e-08
2.398219999999999796e-01 4.077366609855485406e-07 1.114546332847153054e-08
2.498219999999999885e-01 4.708810363612777016e-07 1.247374463413482497e-08
2.598219999999999974e-01 5.097354279511078244e-07 1.275564621360024547e-08
2.698220000000000063e-01 5.478149040221584164e-07 1.365477129770998562e-08
2.798220000000000152e-01 5.435842713440441195e-07 1.363317929279750643e-08
2.898219999999999685e-01 5.266836331002766293e-07 1.349509685544210034e-08
2.998219999999999774e-01 4.945745715536899516e-07 1.293539146728107146e-08
3.098219999999999863e-01 4.526368248345327282e-07 1.203156960016129352e-08
3.198219999999999952e-01 4.072569146007636608e-07 1.192041636843500348e-08
3.298220000000000041e-01 3.537299940971405009e-07 1.055853740764009017e-08
3.448219999999999619e-01 2.805711207988674412e-07 7.239472934549863167e-09
3.598219999999999752e-01 2.016538423738904507e-07 7.005165956021959714e-09
3.698219999999999841e-01 1.609129243540453677e-07 5.304703319045074987e-09
3.798219999999999930e-01 1.243233614628575345e-07 5.109609090556961776e-09
3.898220000000000018e-01 9.042214489618642160e-08 4.318271039905167775e-09
