# q, R, dR
1.482200000000000011e-02 1.037260689907412825e+00 7.430885853742277836e-02
1.582199999999999926e-02 1.052805758462028285e+00 7.466509664204372398e-02
1.682200000000000015e-02 9.967825112457240344e-01 7.080370523305681840e-02
1.782199999999999757e-02 9.974528596847909157e-01 7.025149437860485346e-02
1.882199999999999845e-02 1.016706571412800741e+00 7.075177017033376647e-02
1.982199999999999934e-02 9.447787877503961429e-01 6.591301335285210117e-02
2.082200000000000023e-02 9.542128215368467226e-01 6.582235151588169964e-02
2.182199999999999765e-02 7.386927026117926509e-01 5.769165140190476299e-02
2.282199999999999854e-02 4.340143478821109069e-01 3.352184520090087383e-02
2.382199999999999943e-02 2.369214933684198887e-01 1.809141416980480227e-02
2.482200000000000031e-02 1.650599687979192320e-01 1.245345849291446504e-02
2.582199999999999773e-02 1.185821205835243114e-01 8.836230282789380927e-03
2.682199999999999862e-02 8.409647693920607736e-02 6.186608690166314414e-03
2.832199999999999995e-02 5.587077437055485568e-02 3.090223736110839399e-03
2.982199999999999782e-02 3.734733732185575167e-02 1.708263601020794560e-03
3.082199999999999870e-02 3.094701905388051039e-02 2.154367974477028498e-03
3.182200000000000306e-02 2.605165647141510776e-02 1.787016331704230051e-03
3.282200000000000395e-02 2.133557794685030790e-02 1.441769740917030716e-03
3.448866666666667441e-02 1.607994868395614188e-02 7.235162268117432179e-04
3.582199999999999968e-02 1.329896210041265139e-02 8.573035980136645357e-04
3.732200000000000101e-02 1.071173362558559654e-02 5.257957159654096969e-04
3.882200000000000234e-02 8.849765996549402783e-03 5.430295357835851358e-04
3.982200000000000323e-02 7.454157564718474557e-03 3.730748874385190323e-04
4.482200000000000073e-02 4.096298592792715909e-03 2.845703558526183085e-04
4.982200000000000517e-02 2.438458347854029554e-03 1.598264467852541766e-04
5.482200000000000267e-02 1.581298136058204278e-03 9.827767319200277432e-05
5.982200000000000017e-02 1.055863759540677516e-03 4.190167807759514210e-05
6.482200000000000462e-02 7.520795587597113585e-04 4.308916799342848107e-05
6.982200000000000906e-02 5.382624746910551986e-04 2.095422950904088485e-05
7.482199999999999962e-02 4.059639840689984510e-04 2.227841719000491269e-05
7.982200000000000406e-02 3.024690573126040242e-04 1.153909388706248111e-05
8.482200000000000850e-02 2.354944626928346676e-04 1.276796182662386835e-05
8.982199999999999906e-02 1.807818584844325248e-04 6.877934598329788225e-06
9.482200000000000351e-02 1.436189627776638333e-04 7.848332716043171132e-06
9.982200000000000795e-02 1.160418070596654040e-04 4.436506433359173884e-06
1.098220000000000030e-01 7.379382449241371727e-05 2.500366279622205830e-06
1.198219999999999980e-01 4.816552371640920579e-05 1.664309849031256720e-06
1.298219999999999930e-01 3.055797030515339648e-05 1.099669765079321189e-06
1.398220000000000018e-01 1.939278583257010772e-05 7.346277387766547347e-07
1.498219999999999830e-01 1.314279215041226225e-05 5.324626866086244539e-07
1.598219999999999918e-01 7.785011244510088032e-06 2.620191805284367537e-07
1.698220000000000007e-01 4.781684406787006973e-06 1.776886260637426873e-07
1.798219999999999819e-01 2.740416709404029207e-06 1.173014586473711811e-07
1.898219999999999907e-01 1.577360243260106684e-06 8.818687343270424996e-08
1.998219999999999996e-01 7.632725678060660656e-07 6.236142904175648046e-08
2.098219999999999807e-01 3.859601568223717218e-07 1.986349414996772187e-08
2.198219999999999896e-01 1.821023364450955111e-07 1.372863734606104145e-08
2.298219999999999985e-01 1.049273903475251071e-07 1.458712301943698385e-08
2.398219999999999796e-01 1.198180657813978916e-07 1.043217356838077239e-08
2.498219999999999885e-01 1.496518975494984029e-07 1.304983006630061701e-08
2.598219999999999974e-01 1.809024753945283493e-07 1.290926327334921794e-08
2.698220000000000063e-01 2.393864208108892691e-07 1.314788201060917546e-08
2.798220000000000152e-01 2.567868165745398567e-07 1.450565322408490668e-08
2.898219999999999685e-01 2.890767681333289885e-07 1.599250569828026431e-08
2.998219999999999774e-01 2.901633173409635978e-07 1.178774272326353832e-08
3.164886666666666404e-01 2.806586390204361119e-07 1.028027723527435200e-08
3.398220000000000129e-01 2.264490761357820841e-07 1.567114618295957525e-08
3.598219999999999752e-01 1.722481650780859139e-07 1.375900547966620921e-08
3.798219999999999930e-01 1.192581482007356936e-07 1.303684496004398492e-08
3.998220000000000107e-01 7.859276406095149688e-08 1.038743725164490512e-08
4.198219999999999730e-01 4.595167419514258915e-08 1.100851398729454725e-08
4.398219999999999907e-01 3.086848344688646400e-08 9.772965969358829611e-09
4.598220000000000085e-01 7.537443761663043083e-09 1.100409433935527237e-08
4.798219999999999708e-01 5.971446408465922442e-09 9.043318955195326450e-09
4.998219999999999885e-01 6.329657095405993710e-09 1.041160590271454634e-08
5.198220000000000063e-01 4.570237885633094796e-09 8.258874677206696893e-09
5.398220000000000240e-01 1.181350859033698822e-08 1.153095985118137150e-08
5.598220000000000418e-01 1.637626719723152873e-08 1.271719464826139936e-08
5.798219999999999485e-01 5.793149031126526542e-09 1.027089919472848624e-08
6.098219999999999752e-01 1.837856932552324545e-08 9.514447604510282133e-09
6.398220000000000018e-01 1.451915255867100250e-08 1.435487492544974678e-08
6.598220000000000196e-01 1.596862400950071346e-08 1.193440358742721614e-08
6.798220000000000374e-01 1.985510167430618772e-08 1.801260632509458104e-08
