# q, R, dR
1.482200000000000011e-02 1.104382978852588071e+00 6.500554839256483808e-02
1.582199999999999926e-02 1.064853737864890793e+00 6.134393142784617253e-02
1.682200000000000015e-02 1.030351992217675150e+00 5.793019917267427932e-02
1.782199999999999757e-02 9.883952455554306793e-01 5.420612951543335445e-02
1.882199999999999845e-02 9.684414276049430059e-01 5.152405088150453782e-02
1.982199999999999934e-02 9.369601503998340464e-01 4.837324866806947538e-02
2.082200000000000023e-02 9.066144675046386991e-01 4.533989916346085197e-02
2.182199999999999765e-02 7.413340920054849459e-01 4.027647451712013105e-02
2.282199999999999854e-02 3.100700622708819076e-01 1.619567362408503089e-02
2.382199999999999943e-02 1.831057169417895092e-01 9.190907248822710596e-03
2.482200000000000031e-02 1.209763360838640445e-01 5.833969142825740431e-03
2.582199999999999773e-02 8.681968373657637794e-02 4.022520046073194654e-03
2.682199999999999862e-02 6.361168942892628242e-02 2.836224855664812479e-03
2.832199999999999995e-02 4.484584917812657612e-02 1.527942178180471044e-03
2.982199999999999782e-02 3.073022954152945796e-02 8.879433275574137889e-04
3.082199999999999870e-02 2.553463001243727604e-02 9.961173186008936368e-04
3.182200000000000306e-02 2.112504106353194425e-02 8.013323560892707861e-04
3.282200000000000395e-02 1.733141453132317628e-02 6.463051151471455209e-04
3.448866666666667441e-02 1.351011909027239298e-02 3.739248976741007223e-04
3.582199999999999968e-02 1.134320545227770517e-02 4.108083009078585001e-04
3.732200000000000101e-02 8.994128884523382161e-03 2.739558125210006653e-04
3.882200000000000234e-02 7.604749580431200556e-03 2.762793575671208660e-04
3.982200000000000323e-02 6.335475810660169335e-03 1.857113191342606281e-04
4.482200000000000073e-02 3.586156744584608445e-03 1.115208183221134302e-04
4.982200000000000517e-02 2.220856403299411013e-03 6.784438151951331132e-05
5.482200000000000267e-02 1.481229200084272423e-03 4.514252754173879066e-05
5.982200000000000017e-02 9.931505283710590805e-04 2.471936185323594148e-05
6.482200000000000462e-02 7.175879042795741802e-04 2.214590968527698178e-05
6.982200000000000906e-02 5.197473181811198889e-04 1.303878458147637416e-05
7.482199999999999962e-02 3.925681077028491208e-04 1.236708057851332250e-05
7.982200000000000406e-02 2.936609665099312828e-04 7.450685937669116006e-06
8.482200000000000850e-02 2.347645323900043326e-04 7.556869463405791775e-06
8.982199999999999906e-02 1.802160874400619969e-04 4.620379092345192839e-06
9.482200000000000351e-02 1.457225419766530489e-04 4.878759790329977592e-06
9.982200000000000795e-02 1.120213421810716214e-04 2.942988800676846722e-06
1.098220000000000030e-01 6.971194219306356985e-05 1.596167142257582601e-06
1.198219999999999980e-01 4.524227772689658645e-05 1.044703232210903159e-06
1.298219999999999930e-01 2.972621712594534919e-05 6.908566343296229237e-07
1.398220000000000018e-01 1.938138769470174063e-05 4.579751518467558764e-07
1.498219999999999830e-01 1.310932361528556425e-05 3.145745991389384941e-07
1.598219999999999918e-01 8.745467577105491149e-06 2.016588947915492505e-07
1.698220000000000007e-01 5.900790401452240756e-06 1.379889039896036779e-07
1.798219999999999819e-01 3.997429882717440953e-06 9.449296807474343222e-08
1.898219999999999907e-01 2.586640664352850268e-06 6.234941420487269699e-08
1.998219999999999996e-01 1.672191685160358654e-06 4.192889419463324603e-08
2.098219999999999807e-01 1.061503728952921270e-06 2.566774120775176314e-08
2.198219999999999896e-01 7.249825658465878425e-07 1.749026394046792172e-08
2.298219999999999985e-01 6.031005629555186187e-07 1.501793645064237487e-08
2.398219999999999796e-01 5.960327502384595681e-07 1.405949716051092533e-08
2.498219999999999885e-01 5.877651687526784234e-07 1.402599800650026354e-08
2.598219999999999974e-01 5.645240354321662693e-07 1.364275987111745833e-08
2.698220000000000063e-01 4.984319393096999052e-07 1.216248995654471735e-08
2.798220000000000152e-01 4.215086741932914111e-07 1.054951102713399551e-08
2.898219999999999685e-01 3.416237705372576213e-07 8.859258555928367699e-09
2.998219999999999774e-01 2.890993731390671563e-07 6.943209972121863984e-09
3.164886666666666404e-01 2.257325883535053241e-07 5.316384690395042233e-09
3.398220000000000129e-01 1.652926414477598714e-07 4.410842399324461426e-09
3.598219999999999752e-01 1.086472906490110568e-07 3.182810190563900099e-09
3.798219999999999930e-01 6.257340025848645941e-08 1.914157796932808144e-09
3.998220000000000107e-01 3.432406225243834084e-08 1.296203452220605433e-09
4.198219999999999730e-01 1.722962708489434663e-08 7.388456866443051874e-10
4.398219999999999907e-01 8.166065353760287248e-09 6.880031764159552419e-10
4.598220000000000085e-01 4.579683031080583777e-09 4.826124177985308443e-10
4.798219999999999708e-01 2.799065015069603687e-09 4.707200541143069479e-10
4.998219999999999885e-01 2.382781669820298022e-09 4.754764058385188885e-10
5.198220000000000063e-01 1.721779929841959619e-09 4.226904596126416559e-10
5.398220000000000240e-01 1.663136626060613532e-09 4.563473177034632426e-10
5.598220000000000418e-01 6.242174713259200032e-10 4.548278662836312531e-10
5.798219999999999485e-01 8.620041876103461130e-10 4.859071446249654403e-10
6.098219999999999752e-01 4.953809673819274306e-09 1.793713478141022783e-07
6.398220000000000018e-01 6.438195476274284723e-10 4.361248036075400706e-10
6.598220000000000196e-01 1.695661686633415952e-10 3.468061470758435647e-10
6.798220000000000374e-01 3.303870513880285832e-10 5.880390947894211874e-10
