# q, R, dR
1.482200000000000011e-02 9.891368292610508428e-01 7.142335997487511690e-02
1.582199999999999926e-02 1.029147838058107611e+00 7.326106375954725969e-02
1.682200000000000015e-02 1.010173983791870844e+00 7.157471900682786659e-02
1.782199999999999757e-02 1.013189550192116650e+00 7.115230954293484678e-02
1.882199999999999845e-02 9.925849423702848284e-01 6.933126543178849688e-02
1.982199999999999934e-02 9.844015590204674426e-01 6.821258098569694950e-02
2.082200000000000023e-02 9.813652973061020024e-01 6.737762450015728766e-02
2.182199999999999765e-02 7.784842175440642720e-01 6.078555632447789348e-02
2.282199999999999854e-02 4.132715922739106373e-01 3.191235009781916154e-02
2.382199999999999943e-02 2.226729945900271512e-01 1.699906144833111810e-02
2.482200000000000031e-02 1.489776591471269618e-01 1.123764911460112779e-02
2.582199999999999773e-02 1.048128547037261299e-01 7.808317804630686247e-03
2.682199999999999862e-02 7.832102224619730269e-02 5.760559701990055660e-03
2.832199999999999995e-02 5.294422197198089819e-02 2.921867235921122782e-03
2.982199999999999782e-02 3.727857541068628489e-02 1.708222570956634094e-03
3.082199999999999870e-02 3.016245258352540440e-02 2.099136881603190768e-03
3.182200000000000306e-02 2.564232019783473787e-02 1.758383508454384580e-03
3.282200000000000395e-02 2.158254108867069601e-02 1.457419379049831615e-03
3.448866666666667441e-02 1.616012790537013286e-02 7.265999327441350492e-04
3.582199999999999968e-02 1.358602653117516219e-02 8.750766173409954031e-04
3.732200000000000101e-02 1.082959255000524521e-02 5.308352827634426610e-04
3.882200000000000234e-02 8.820991388961842150e-03 5.408336326996731475e-04
3.982200000000000323e-02 7.525190239692539432e-03 3.757252419138750930e-04
4.482200000000000073e-02 4.098628758218834933e-03 2.842234695940407422e-04
4.982200000000000517e-02 2.477036863179517615e-03 1.619866071703977850e-04
5.482200000000000267e-02 1.595180530318186362e-03 9.886775523528773383e-05
5.982200000000000017e-02 1.061848732225592878e-03 4.206003410519330648e-05
6.482200000000000462e-02 7.644165182887189842e-04 4.359155880335947750e-05
6.982200000000000906e-02 5.437892084547519753e-04 2.106787620068985707e-05
7.482199999999999962e-02 3.921681027552830455e-04 2.137106097459332745e-05
7.982200000000000406e-02 3.118270631684808437e-04 1.184538986501222109e-05
8.482200000000000850e-02 2.427435234325092672e-04 1.301587694700335477e-05
8.982199999999999906e-02 1.872494720981933924e-04 7.071626736970139637e-06
9.482200000000000351e-02 1.482869604428391610e-04 7.968607640343417656e-06
9.982200000000000795e-02 1.149271283298547918e-04 4.328799823041621350e-06
1.098220000000000030e-01 7.440345029890750854e-05 2.481997040699925744e-06
1.198219999999999980e-01 4.801864831191036146e-05 1.628033312978375621e-06
1.298219999999999930e-01 3.118050693120796494e-05 1.081069439316906480e-06
1.398220000000000018e-01 2.074278426801942580e-05 7.435021538414045542e-07
1.498219999999999830e-01 1.391275338180224374e-05 5.260407491364006086e-07
1.598219999999999918e-01 8.362503838335712752e-06 2.705252520895101104e-07
1.698220000000000007e-01 5.357860683202590565e-06 1.831795070096726016e-07
1.798219999999999819e-01 3.354814809495830518e-06 1.241201316162560955e-07
1.898219999999999907e-01 2.197314159267108795e-06 9.269042802726876554e-08
1.998219999999999996e-01 1.283826114832448060e-06 6.292782345835010725e-08
2.098219999999999807e-01 8.086479847056978477e-07 3.021149165234300602e-08
2.198219999999999896e-01 5.035373771052310146e-07 1.982347956547223607e-08
2.298219999999999985e-01 3.737117694798365817e-07 1.576475422525835402e-08
2.398219999999999796e-01 2.754858070155711893e-07 1.357541532800096619e-08
2.498219999999999885e-01 2.378238905451828012e-07 1.458457584812989438e-08
2.598219999999999974e-01 2.298005526877989823e-07 1.356410342252103254e-08
2.698220000000000063e-01 2.320345110048924085e-07 1.351338443209564182e-08
2.798220000000000152e-01 2.231169694504061355e-07 1.267564795686259469e-08
2.898219999999999685e-01 2.090320134983585408e-07 1.290235936175840704e-08
2.998219999999999774e-01 2.071577720126045662e-07 8.477040896370743613e-09
3.164886666666666404e-01 1.787569686093484681e-07 7.455744578035981100e-09
3.398220000000000129e-01 1.443393895846689532e-07 1.197042619013387523e-08
3.598219999999999752e-01 1.031035105442310736e-07 9.853959015460040648e-09
3.798219999999999930e-01 6.931301543521206120e-08 9.126117507654584990e-09
3.998220000000000107e-01 4.358012573673705556e-08 8.245228995712245357e-09
4.198219999999999730e-01 2.699602733016275997e-08 8.169231397290150892e-09
4.398219999999999907e-01 1.949688396123063553e-08 8.920023742237138182e-09
4.598220000000000085e-01 1.366614454904504513e-08 6.762769980344412074e-09
4.798219999999999708e-01 4.170163094208953361e-09 7.459280050622658476e-09
4.998219999999999885e-01 8.556912668257023824e-09 8.903799530768700575e-09
5.198220000000000063e-01 5.936639893678755091e-09 7.622320629784121901e-09
5.398220000000000240e-01 4.218516819327156325e-09 7.150415686547767335e-09
5.598220000000000418e-01 3.444118455868785044e-09 6.238568073159076979e-09
5.798219999999999485e-01 5.075246323236836702e-09 7.373953179659294912e-09
6.098219999999999752e-01 5.272954713319703859e-09 6.046189218705564523e-09
6.398220000000000018e-01 9.155653851955482166e-09 8.984321652814623026e-09
6.598220000000000196e-01 1.130592168816825864e-08 1.090013367861032161e-08
6.798220000000000374e-01 3.172026420966942736e-09 9.349043936979212486e-09
