# q, R, dR
1.482200000000000011e-02 1.005707693172677608e+00 6.992806199525812560e-02
1.582199999999999926e-02 1.012948780933921711e+00 6.983310475337271839e-02
1.682200000000000015e-02 1.018166982813216270e+00 6.960663508747495787e-02
1.782199999999999757e-02 9.706820527986831371e-01 6.664453539543759020e-02
1.882199999999999845e-02 9.924944902815009407e-01 6.724456284074054047e-02
2.182199999999999765e-02 7.613684993440783533e-01 6.114417931916779625e-02
2.282199999999999854e-02 3.627688496134860996e-01 2.882945740254359498e-02
2.382199999999999943e-02 2.008727902683848654e-01 1.579082528368925403e-02
2.482200000000000031e-02 1.299355281831108821e-01 1.009939259129355969e-02
2.582199999999999773e-02 9.084453433312723869e-02 6.978642912907234361e-03
2.682199999999999862e-02 7.011122306201630905e-02 5.320793826046265121e-03
2.832199999999999995e-02 4.744785709198900969e-02 2.769542451049403393e-03
2.982199999999999782e-02 3.255421701567165482e-02 1.610805652223394092e-03
3.082199999999999870e-02 2.673344016106336124e-02 1.925849290320284617e-03
3.182200000000000306e-02 2.197049564608885910e-02 1.560978545322253908e-03
3.282200000000000395e-02 1.841272779084303021e-02 1.289741539642052896e-03
3.448866666666667441e-02 1.376385923074003974e-02 6.709011563308094148e-04
3.582199999999999968e-02 1.119652889225433018e-02 7.504295735853791114e-04
3.732200000000000101e-02 9.126565558507632181e-03 4.783036442954261653e-04
3.882200000000000234e-02 7.393402786251509519e-03 4.731773897676928658e-04
3.982200000000000323e-02 6.183057075280768214e-03 3.307333688082956364e-04
4.482200000000000073e-02 3.315201318650639120e-03 2.388629771362070487e-04
4.982200000000000517e-02 2.007144968211976507e-03 1.369985367087658010e-04
5.482200000000000267e-02 1.297704219529936765e-03 8.432720066955853291e-05
5.982200000000000017e-02 8.656766301026951830e-04 3.810047844549013324e-05
6.482200000000000462e-02 6.085971607956273564e-04 3.668444446103093031e-05
6.982200000000000906e-02 4.416025634018993845e-04 1.906025696397816902e-05
7.482199999999999962e-02 3.331581272834802619e-04 1.927446834812974409e-05
7.982200000000000406e-02 2.506642346553326515e-04 1.062606377578825923e-05
8.482200000000000850e-02 1.881763478537067449e-04 1.073729996158437889e-05
8.982199999999999906e-02 1.500188471269141885e-04 6.309915722059061488e-06
9.482200000000000351e-02 1.188323558490719193e-04 6.790158722537991910e-06
9.982200000000000795e-02 9.343753499180298115e-05 3.944776927584483822e-06
1.098220000000000030e-01 5.929906524368103198e-05 2.265398479693187238e-06
1.198219999999999980e-01 3.866608818640715684e-05 1.495033275884684603e-06
1.298219999999999930e-01 2.580622935237834346e-05 1.013457287420962539e-06
1.398220000000000018e-01 1.632348401350788180e-05 6.609295588693397330e-07
1.498219999999999830e-01 1.032771284661061042e-05 4.374491041370552995e-07
1.598219999999999918e-01 6.351278918962446737e-06 2.377337380231807034e-07
1.698220000000000007e-01 3.754197509986308196e-06 1.484763684376377011e-07
1.798219999999999819e-01 2.346887794008953891e-06 9.887123837893342598e-08
1.898219999999999907e-01 1.294609310408995955e-06 6.589984494828737601e-08
1.998219999999999996e-01 6.686389131008944997e-07 4.568242197996076935e-08
2.098219999999999807e-01 3.009431747274294792e-07 1.742891222873141240e-08
2.198219999999999896e-01 1.557285036333709788e-07 1.370282764513586615e-08
2.298219999999999985e-01 8.990303213497698121e-08 1.035273002695640342e-08
2.398219999999999796e-01 8.177245534810372286e-08 1.058955674653091306e-08
2.498219999999999885e-01 1.058286037828592464e-07 1.001345258135377610e-08
2.598219999999999974e-01 1.534984021360904724e-07 1.068513579749243142e-08
2.698220000000000063e-01 1.818649953618674067e-07 9.950601083582004520e-09
2.798220000000000152e-01 2.216982770366959323e-07 1.128704470684409713e-08
2.898219999999999685e-01 2.347694901722384920e-07 1.344237889470856752e-08
2.998219999999999774e-01 2.447098039395188326e-07 1.041631689753693460e-08
3.164886666666666404e-01 2.309515911842279068e-07 9.394493352649220162e-09
3.398220000000000129e-01 1.933742546794222694e-07 1.248152302098752166e-08
3.598219999999999752e-01 1.534776507655496157e-07 1.083071270274400847e-08
3.798219999999999930e-01 9.499866147078525676e-08 9.022889496629722386e-09
3.998220000000000107e-01 6.039216185361355030e-08 8.611464574741511609e-09
4.198219999999999730e-01 3.842052801210947301e-08 7.649321354838748736e-09
4.398219999999999907e-01 2.312203030921515094e-08 7.038728879746178932e-09
4.598220000000000085e-01 6.833477917741378892e-09 5.094974397249638103e-09
4.798219999999999708e-01 9.185130073847084478e-09 6.805410930125120354e-09
4.998219999999999885e-01 3.533980070353157249e-09 6.088909217873441540e-09
5.198220000000000063e-01 1.076601165992391725e-07 7.674863695912096837e-07
5.398220000000000240e-01 4.530552114038256381e-09 2.873816948547493279e-06
5.598220000000000418e-01 3.924841856817651182e-09 4.120874933045350701e-07
5.798219999999999485e-01 5.098849647701429602e-09 6.923039043741865212e-09
6.098219999999999752e-01 3.559491054795756455e-08 9.603069716661320396e-07
6.398220000000000018e-01 9.763570523175944104e-09 7.813864337095186989e-09
6.598220000000000196e-01 8.448855133281289563e-09 7.569501231301071009e-09
6.798220000000000374e-01 1.511111157004818173e-08 1.138926636248309841e-08
