# q, R, dR, dq
1.499999999999999944e-02 8.921707627348323122e-01 3.405028580732813014e-03 7.500000000000000156e-04
1.600000000000000033e-02 9.578912921604234576e-01 3.534586083684597597e-03 8.000000000000000383e-04
1.700000000000000122e-02 9.988284029263037045e-01 3.656833910018753887e-03 8.500000000000000611e-04
1.799999999999999864e-02 1.024917440329270013e+00 3.725553051228374778e-03 8.999999999999999754e-04
1.899999999999999953e-02 1.040622587179166558e+00 3.723539459486321923e-03 9.499999999999999981e-04
2.000000000000000042e-02 1.066834751262545566e+00 3.786395653285582873e-03 1.000000000000000021e-03
2.100000000000000130e-02 1.076799711718761543e+00 3.724555991538394846e-03 1.050000000000000152e-03
2.199999999999999872e-02 9.419350516886967339e-01 3.451904751391371862e-03 1.100000000000000066e-03
2.299999999999999961e-02 3.985816644194347669e-01 2.489522015591469177e-03 1.149999999999999981e-03
2.400000000000000050e-02 2.318093899064197771e-01 1.783447552621418531e-03 1.200000000000000112e-03
2.500000000000000139e-02 1.560216227338542261e-01 1.507326541824532745e-03 1.250000000000000243e-03
2.599999999999999881e-02 1.142383636800828745e-01 1.247774709416040991e-03 1.299999999999999940e-03
2.699999999999999969e-02 8.703568469547540154e-02 1.055355478708840588e-03 1.350000000000000071e-03
2.800000000000000058e-02 6.792070957257737018e-02 9.404820312781380373e-04 1.400000000000000203e-03
2.900000000000000147e-02 5.465432011667060996e-02 8.384607209062984890e-04 1.450000000000000117e-03
2.999999999999999889e-02 4.354039584825820930e-02 3.872968508988681026e-04 1.500000000000000031e-03
3.099999999999999978e-02 3.686557399070324037e-02 6.810709952484865796e-04 1.550000000000000162e-03
3.200000000000000067e-02 2.999377473914669953e-02 6.257191046852794919e-04 1.600000000000000077e-03
3.300000000000000155e-02 2.616660982361708118e-02 5.771664190161343404e-04 1.650000000000000208e-03
3.400000000000000244e-02 2.256684767915461201e-02 5.338633196981412048e-04 1.700000000000000122e-03
3.500000000000000333e-02 1.949575102637661483e-02 2.591950454868163951e-04 1.750000000000000253e-03
3.599999999999999728e-02 1.724423134628316062e-02 4.810614836151024128e-04 1.799999999999999951e-03
3.699999999999999817e-02 1.457968801813134055e-02 4.519018064965129602e-04 1.850000000000000082e-03
3.849999999999999950e-02 1.274670217238702344e-02 2.947289732936466474e-04 1.925000000000000062e-03
4.000000000000000083e-02 1.010450088351732591e-02 1.938859400029733322e-04 2.000000000000000042e-03
4.499999999999999833e-02 5.942419173189348279e-03 3.078877812767744239e-05 2.249999999999999830e-03
5.000000000000000278e-02 3.817001902161722485e-03 2.363876257858201003e-05 2.500000000000000486e-03
5.500000000000000028e-02 2.541343759083064362e-03 1.869984539202034955e-05 2.750000000000000274e-03
5.999999999999999778e-02 1.751321131288397382e-03 7.998128405971197962e-06 3.000000000000000062e-03
6.500000000000000222e-02 1.286643666081238851e-03 1.271119369364106952e-05 3.250000000000000284e-03
7.000000000000000666e-02 9.441024067683629652e-04 5.472493634831108837e-06 3.500000000000000507e-03
7.499999999999999722e-02 7.152576046702447147e-04 9.004215151282337810e-06 3.749999999999999861e-03
8.000000000000000167e-02 5.492114830020079341e-04 3.876899404573297365e-06 4.000000000000000083e-03
8.500000000000000611e-02 4.337823670309115380e-04 6.626932627066085414e-06 4.250000000000000305e-03
8.999999999999999667e-02 3.354243260014912295e-04 2.998174202783541219e-06 4.499999999999999660e-03
9.500000000000000111e-02 2.670389652158405630e-04 5.232915528467803498e-06 4.750000000000000749e-03
1.000000000000000056e-01 2.107806416755529004e-04 2.699820378436123698e-06 5.000000000000000971e-03
1.100000000000000006e-01 1.329764616738321210e-04 8.486320088080523597e-07 5.500000000000000548e-03
1.199999999999999956e-01 8.760848367900562561e-05 5.326933086058251448e-07 6.000000000000000125e-03
1.300000000000000044e-01 5.646200684574756348e-05 3.955806054814414803e-07 6.500000000000000569e-03
1.400000000000000133e-01 3.681551524019255128e-05 3.198445452464426547e-07 7.000000000000001013e-03
1.499999999999999944e-01 2.414969885160173936e-05 2.452875359101175787e-07 7.499999999999999722e-03
1.600000000000000033e-01 1.492752525895061041e-05 1.195043892722298421e-07 8.000000000000000167e-03
1.700000000000000122e-01 9.389192497574888065e-06 8.739170806033368587e-08 8.500000000000000611e-03
1.799999999999999933e-01 5.887111491151437846e-06 6.373932525764848366e-08 8.999999999999999320e-03
1.900000000000000022e-01 3.400615456994720183e-06 5.357293755553494520e-08 9.500000000000001499e-03
2.000000000000000111e-01 1.986292593467970526e-06 4.947518215133341744e-08 1.000000000000000194e-02
2.099999999999999922e-01 1.055016583528321527e-06 1.587942274744525702e-08 1.050000000000000065e-02
2.200000000000000011e-01 6.272872677930541711e-07 1.066405931379227663e-08 1.100000000000000110e-02
