# q, R, dR, dq
1.499999999999999944e-02 8.942252171318982867e-01 3.316161693830455958e-03 7.500000000000000156e-04
1.600000000000000033e-02 9.490680605576055084e-01 3.486182308568189659e-03 8.000000000000000383e-04
1.700000000000000122e-02 9.879267525666083349e-01 3.563954175430253911e-03 8.500000000000000611e-04
1.799999999999999864e-02 1.015306635485089926e+00 3.621894179659294454e-03 8.999999999999999754e-04
1.899999999999999953e-02 1.027251958871218562e+00 3.627817512490259192e-03 9.499999999999999981e-04
2.000000000000000042e-02 1.049825737435095219e+00 3.683508787333825141e-03 1.000000000000000021e-03
2.100000000000000130e-02 1.076395637952484607e+00 3.672826402080520917e-03 1.050000000000000152e-03
2.199999999999999872e-02 9.010987301458116550e-01 3.808344279141856296e-03 1.100000000000000066e-03
2.299999999999999961e-02 3.967262243144475953e-01 2.481379397728345620e-03 1.149999999999999981e-03
2.400000000000000050e-02 2.269115881445227800e-01 1.776666128974365788e-03 1.200000000000000112e-03
2.500000000000000139e-02 1.550100526119880529e-01 1.465116867796974502e-03 1.250000000000000243e-03
2.599999999999999881e-02 1.125823000499673876e-01 1.210188378725675015e-03 1.299999999999999940e-03
2.699999999999999969e-02 8.643603959519437219e-02 1.054880002720051842e-03 1.350000000000000071e-03
2.800000000000000058e-02 6.663016497934774740e-02 9.263781400350348371e-04 1.400000000000000203e-03
2.900000000000000147e-02 5.356615735608927231e-02 8.271534741960549948e-04 1.450000000000000117e-03
2.999999999999999889e-02 4.311171267323980066e-02 3.813580633993765047e-04 1.500000000000000031e-03
3.099999999999999978e-02 3.652660231523983253e-02 7.073401422271498578e-04 1.550000000000000162e-03
3.200000000000000067e-02 3.122309527972347634e-02 6.223471116689427386e-04 1.600000000000000077e-03
3.300000000000000155e-02 2.654161948321628883e-02 5.993199561258611687e-04 1.650000000000000208e-03
3.400000000000000244e-02 2.220733892330193499e-02 5.384609415229351824e-04 1.700000000000000122e-03
3.500000000000000333e-02 1.904491315446387584e-02 2.514084530871729803e-04 1.750000000000000253e-03
3.599999999999999728e-02 1.668452755604975593e-02 4.664963917948907477e-04 1.799999999999999951e-03
3.699999999999999817e-02 1.516951935173869309e-02 4.499549544691215999e-04 1.850000000000000082e-03
3.849999999999999950e-02 1.217056458849097474e-02 2.830002164256399362e-04 1.925000000000000062e-03
4.000000000000000083e-02 1.035068955025139278e-02 1.935042332028147751e-04 2.000000000000000042e-03
4.499999999999999833e-02 5.947720063804941455e-03 3.129730802938703347e-05 2.249999999999999830e-03
5.000000000000000278e-02 3.793064691542984840e-03 2.372551768519209160e-05 2.500000000000000486e-03
