# q, R, dR, dq
1.499999999999999944e-02 9.217162619596068751e-01 3.398917590262757072e-03 7.500000000000000156e-04
1.600000000000000033e-02 9.647787909319487376e-01 3.559538895062509898e-03 8.000000000000000383e-04
1.700000000000000122e-02 9.921699032630653114e-01 3.532578620336110364e-03 8.500000000000000611e-04
1.799999999999999864e-02 1.004344820895635149e+00 3.605032256009724906e-03 8.999999999999999754e-04
1.899999999999999953e-02 1.026706675907571364e+00 3.639372667826820413e-03 9.499999999999999981e-04
2.000000000000000042e-02 1.045731487969742135e+00 3.672480226265608782e-03 1.000000000000000021e-03
2.100000000000000130e-02 1.044552059072430872e+00 3.649664095568301049e-03 1.050000000000000152e-03
2.199999999999999872e-02 8.767811816985628948e-01 3.760139020324156003e-03 1.100000000000000066e-03
2.299999999999999961e-02 3.654810402968503569e-01 2.366311386752116726e-03 1.149999999999999981e-03
2.400000000000000050e-02 2.151825294842662217e-01 1.736841429844490766e-03 1.200000000000000112e-03
2.500000000000000139e-02 1.501195289311450243e-01 1.440012430084954042e-03 1.250000000000000243e-03
2.599999999999999881e-02 1.118059695315383045e-01 1.256696024299859939e-03 1.299999999999999940e-03
2.699999999999999969e-02 8.253791721798196812e-02 1.063718848142300053e-03 1.350000000000000071e-03
2.800000000000000058e-02 6.556999974590449476e-02 9.362075625407324103e-04 1.400000000000000203e-03
2.900000000000000147e-02 5.264035271156210921e-02 8.091105726970911766e-04 1.450000000000000117e-03
2.999999999999999889e-02 4.213567275550494928e-02 3.636325183748734258e-04 1.500000000000000031e-03
3.099999999999999978e-02 3.510140125560387570e-02 6.512830417019109183e-04 1.550000000000000162e-03
3.200000000000000067e-02 3.005637242023841832e-02 6.124582698469992073e-04 1.600000000000000077e-03
3.300000000000000155e-02 2.603513622197603170e-02 5.822411452420263572e-04 1.650000000000000208e-03
3.400000000000000244e-02 2.256388211302607846e-02 5.357663893679155340e-04 1.700000000000000122e-03
3.500000000000000333e-02 1.890355020253201013e-02 2.487278078412032936e-04 1.750000000000000253e-03
3.599999999999999728e-02 1.703727343386595913e-02 4.734052784733977547e-04 1.799999999999999951e-03
