# q, R, dR, dq
3.699999999999999817e-02 1.420981278410721194e-02 4.276883395007830793e-04 1.850000000000000082e-03
3.849999999999999950e-02 1.174050455220993980e-02 2.814093514596148721e-04 1.925000000000000062e-03
4.000000000000000083e-02 1.015113419482430168e-02 1.929191049828422714e-04 2.000000000000000042e-03
4.499999999999999833e-02 5.856362089503627973e-03 3.075274973316830906e-05 2.249999999999999830e-03
5.000000000000000278e-02 3.781029817245280984e-03 2.348143809332639079e-05 2.500000000000000486e-03
5.500000000000000028e-02 2.541778702865801331e-03 1.876318471245382819e-05 2.750000000000000274e-03
5.999999999999999778e-02 1.745906695577577284e-03 7.764789627048767425e-06 3.000000000000000062e-03
6.500000000000000222e-02 1.283948927745850229e-03 1.272939031870435223e-05 3.250000000000000284e-03
7.000000000000000666e-02 9.541723916782190312e-04 5.383548712300342519e-06 3.500000000000000507e-03
7.499999999999999722e-02 7.282474662993217553e-04 8.697739779147630379e-06 3.749999999999999861e-03
8.000000000000000167e-02 5.482221383138359810e-04 3.874196705199771359e-06 4.000000000000000083e-03
8.500000000000000611e-02 4.418876075541736028e-04 6.686253397471923640e-06 4.250000000000000305e-03
8.999999999999999667e-02 3.414417161723357899e-04 3.026991547890563164e-06 4.499999999999999660e-03
9.500000000000000111e-02 2.778244105816102976e-04 5.383508569358373135e-06 4.750000000000000749e-03
1.000000000000000056e-01 2.179766104592902563e-04 2.491721838478139111e-06 5.000000000000000971e-03
1.100000000000000006e-01 1.389778632670272604e-04 8.664428650007977313e-07 5.500000000000000548e-03
1.199999999999999956e-01 9.462139086520241491e-05 5.456481781489927519e-07 6.000000000000000125e-03
1.300000000000000044e-01 6.379509577978092474e-05 4.155474676006142366e-07 6.500000000000000569e-03
1.400000000000000133e-01 4.240166507074221499e-05 3.514568006096777297e-07 7.000000000000001013e-03
1.499999999999999944e-01 2.822268906882111178e-05 2.699638823370759838e-07 7.499999999999999722e-03
1.600000000000000033e-01 1.834177113715889501e-05 1.286164036393347489e-07 8.000000000000000167e-03
1.700000000000000122e-01 1.148772256597424432e-05 9.830965141609094882e-08 8.500000000000000611e-03
1.799999999999999933e-01 7.080238036801442993e-06 6.688326648567297173e-08 8.999999999999999320e-03
1.900000000000000022e-01 3.998151510231750513e-06 5.941104073521435567e-08 9.500000000000001499e-03
2.000000000000000111e-01 2.221607845208425603e-06 4.234553628521554636e-08 1.000000000000000194e-02
2.099999999999999922e-01 1.091143255480466857e-06 1.515329554831357809e-08 1.050000000000000065e-02
2.200000000000000011e-01 5.330980023530868297e-07 1.003267561344948401e-08 1.100000000000000110e-02
2.300000000000000100e-01 3.243142219879121379e-07 9.731105055271864395e-09 1.150000000000000154e-02
2.399999999999999911e-01 3.129795601959437937e-07 8.004787717910645377e-09 1.200000000000000025e-02
2.500000000000000000e-01 4.016834939916880687e-07 9.859813944536212021e-09 1.250000000000000069e-02
2.600000000000000089e-01 5.406857344499950309e-07 8.195527672456675020e-09 1.300000000000000114e-02
2.700000000000000178e-01 6.610897429149454710e-07 8.951747164729597878e-09 1.350000000000000158e-02
2.800000000000000266e-01 7.618600129522820432e-07 1.001868231062662709e-08 1.400000000000000203e-02
2.899999999999999800e-01 8.197732904418494011e-07 1.316865569210105523e-08 1.449999999999999900e-02
2.999999999999999889e-01 8.429818335851276871e-07 1.549980864614636326e-08 1.499999999999999944e-02
3.099999999999999978e-01 8.350024102531793191e-07 1.674927308786346642e-08 1.549999999999999989e-02
3.200000000000000067e-01 7.844108502834291162e-07 1.718471964545940924e-08 1.600000000000000033e-02
3.300000000000000155e-01 7.318733278593758585e-07 1.508687153720060685e-08 1.650000000000000078e-02
3.449999999999999734e-01 6.120743609211650468e-07 9.106065479648207008e-09 1.724999999999999797e-02
3.599999999999999867e-01 4.861677572068824321e-07 1.417355133412463072e-08 1.799999999999999864e-02
3.699999999999999956e-01 4.049921208247574527e-07 1.475775000745117041e-08 1.849999999999999908e-02
3.800000000000000044e-01 3.320523620403806057e-07 1.347888911098047903e-08 1.900000000000000300e-02
3.900000000000000133e-01 2.568414587224955034e-07 1.100951622622630424e-08 1.950000000000000344e-02
