# q, R, dR, dq
1.499999999999999944e-02 9.090627027526042570e-01 3.433649989757076200e-03 7.500000000000000156e-04
1.600000000000000033e-02 9.550513535577039859e-01 3.551054718960107263e-03 8.000000000000000383e-04
1.700000000000000122e-02 9.935122077442646304e-01 3.651034561029928294e-03 8.500000000000000611e-04
1.799999999999999864e-02 1.024575438481537315e+00 3.697272591417746952e-03 8.999999999999999754e-04
1.899999999999999953e-02 1.041808701138421611e+00 3.767283705455431661e-03 9.499999999999999981e-04
2.000000000000000042e-02 1.061018060683344810e+00 3.781733026115838888e-03 1.000000000000000021e-03
2.100000000000000130e-02 1.077960894440735284e+00 3.717541327940763075e-03 1.050000000000000152e-03
2.199999999999999872e-02 9.370106412013885500e-01 3.508707836715956301e-03 1.100000000000000066e-03
2.299999999999999961e-02 3.981106885924985961e-01 2.484435066777033671e-03 1.149999999999999981e-03
2.400000000000000050e-02 2.272487329842636516e-01 1.809515745068254961e-03 1.200000000000000112e-03
2.500000000000000139e-02 1.538019109709169441e-01 1.476608176774660578e-03 1.250000000000000243e-03
2.599999999999999881e-02 1.131717085586700089e-01 1.264849955257552061e-03 1.299999999999999940e-03
2.699999999999999969e-02 8.715071784942869659e-02 1.074954221326353872e-03 1.350000000000000071e-03
2.800000000000000058e-02 6.632922092480417198e-02 9.343649688958390216e-04 1.400000000000000203e-03
2.900000000000000147e-02 5.372968011022699608e-02 8.496669212872456087e-04 1.450000000000000117e-03
2.999999999999999889e-02 4.269511442499515641e-02 3.651396220258245674e-04 1.500000000000000031e-03
3.099999999999999978e-02 3.671514039310054545e-02 6.868490776420971885e-04 1.550000000000000162e-03
3.200000000000000067e-02 3.108679964058342141e-02 6.347269698303233164e-04 1.600000000000000077e-03
3.300000000000000155e-02 2.641164570066125566e-02 5.999054489083035114e-04 1.650000000000000208e-03
3.400000000000000244e-02 2.227431620563126435e-02 5.432486134068334385e-04 1.700000000000000122e-03
3.500000000000000333e-02 1.942823810583952857e-02 2.579539401908862470e-04 1.750000000000000253e-03
3.599999999999999728e-02 1.705786421446247453e-02 4.875720615800617692e-04 1.799999999999999951e-03
3.699999999999999817e-02 1.493697060377775949e-02 4.512652459579428793e-04 1.850000000000000082e-03
3.849999999999999950e-02 1.208460737891035169e-02 2.911471254379118575e-04 1.925000000000000062e-03
4.000000000000000083e-02 1.009077636874929074e-02 1.888868500599636974e-04 2.000000000000000042e-03
4.499999999999999833e-02 5.971834609134861124e-03 3.074050234820099447e-05 2.249999999999999830e-03
5.000000000000000278e-02 3.828591268884454311e-03 2.342394106913949119e-05 2.500000000000000486e-03
5.500000000000000028e-02 2.545776816413925642e-03 1.853114941915750337e-05 2.750000000000000274e-03
5.999999999999999778e-02 1.745523870315590989e-03 7.603069930031524950e-06 3.000000000000000062e-03
