# q, R, dR, dq
3.849999999999999950e-02 1.215126873171137878e-02 3.039875777151212132e-04 1.925000000000000062e-03
4.000000000000000083e-02 1.020105233845557471e-02 1.927078872036141468e-04 2.000000000000000042e-03
4.499999999999999833e-02 6.136018295021156838e-03 3.128182363921980924e-05 2.249999999999999830e-03
5.000000000000000278e-02 3.904686428016688592e-03 2.401202571214658066e-05 2.500000000000000486e-03
5.500000000000000028e-02 2.604194948762348846e-03 1.849864003915220281e-05 2.750000000000000274e-03
5.999999999999999778e-02 1.800501280662527431e-03 8.050185261588878717e-06 3.000000000000000062e-03
6.500000000000000222e-02 1.341978480809963205e-03 1.292785337094958023e-05 3.250000000000000284e-03
7.000000000000000666e-02 9.826760543174494454e-04 5.662964080484773014e-06 3.500000000000000507e-03
7.499999999999999722e-02 7.430563712159434777e-04 9.347595200591868968e-06 3.749999999999999861e-03
8.000000000000000167e-02 5.627673444810758676e-04 3.993116948402969153e-06 4.000000000000000083e-03
8.500000000000000611e-02 4.481272516865712568e-04 7.003599352268106613e-06 4.250000000000000305e-03
8.999999999999999667e-02 3.496246646493533349e-04 3.102396191035278909e-06 4.499999999999999660e-03
9.500000000000000111e-02 2.891581325072037486e-04 6.008068107837154585e-06 4.750000000000000749e-03
1.000000000000000056e-01 2.211067523483427441e-04 2.455152992122597814e-06 5.000000000000000971e-03
1.100000000000000006e-01 1.411887606152970010e-04 9.026046342204109139e-07 5.500000000000000548e-03
1.199999999999999956e-01 9.386618393106903693e-05 5.460817987807384191e-07 6.000000000000000125e-03
1.300000000000000044e-01 6.173389304849287624e-05 4.207750662362282597e-07 6.500000000000000569e-03
1.400000000000000133e-01 4.079311281761798696e-05 3.474211584996275608e-07 7.000000000000001013e-03
1.499999999999999944e-01 2.697956720027216653e-05 2.606013564846623921e-07 7.499999999999999722e-03
1.600000000000000033e-01 1.720123358796598657e-05 1.274155447708572306e-07 8.000000000000000167e-03
1.700000000000000122e-01 1.075471026495233406e-05 9.673924533817155697e-08 8.500000000000000611e-03
1.799999999999999933e-01 6.419950328427316015e-06 6.518091952790476487e-08 8.999999999999999320e-03
1.900000000000000022e-01 3.646458293724492219e-06 5.644366311934927243e-08 9.500000000000001499e-03
2.000000000000000111e-01 2.004964315115903446e-06 4.402075851861109232e-08 1.000000000000000194e-02
2.099999999999999922e-01 1.026421616907654554e-06 1.519469858664352254e-08 1.050000000000000065e-02
2.200000000000000011e-01 5.196874583998779088e-07 9.151929754893471233e-09 1.100000000000000110e-02
2.300000000000000100e-01 3.444276557122928601e-07 8.323228320604914673e-09 1.150000000000000154e-02
2.399999999999999911e-01 3.488795839431789762e-07 9.175635936225470305e-09 1.200000000000000025e-02
2.500000000000000000e-01 4.493589426966166994e-07 9.990181000628649239e-09 1.250000000000000069e-02
2.600000000000000089e-01 5.733692668883476040e-07 8.420740870363976393e-09 1.300000000000000114e-02
2.700000000000000178e-01 7.059390440270121520e-07 1.092859590236547849e-08 1.350000000000000158e-02
2.800000000000000266e-01 7.760067464266589395e-07 1.260541325825260189e-08 1.400000000000000203e-02
2.899999999999999800e-01 8.138306242978279704e-07 1.400753286099481811e-08 1.449999999999999900e-02
2.999999999999999889e-01 8.177005197364951475e-07 1.464749522318890610e-08 1.499999999999999944e-02
3.099999999999999978e-01 7.871593288481795254e-07 1.591015164842067503e-08 1.549999999999999989e-02
3.200000000000000067e-01 7.386695370049248060e-07 1.880534431796104335e-08 1.600000000000000033e-02
3.300000000000000155e-01 6.831854679046167742e-07 1.564727857307166511e-08 1.650000000000000078e-02
3.449999999999999734e-01 5.574813322880551539e-07 9.998550354510201132e-09 1.724999999999999797e-02
3.599999999999999867e-01 4.342227788096407293e-07 1.255734174978306374e-08 1.799999999999999864e-02
3.699999999999999956e-01 3.502312357914474292e-07 1.155371343841743415e-08 1.849999999999999908e-02
3.800000000000000044e-01 2.892976467788824900e-07 1.169364553762927806e-08 1.900000000000000300e-02
3.900000000000000133e-01 2.232736183269863577e-07 1.185483897419232148e-08 1.950000000000000344e-02
