# q, R, dR, dq
1.499999999999999944e-02 9.372837148863296663e-01 3.538811666238215851e-03 7.500000000000000156e-04
1.600000000000000033e-02 9.703143921922078308e-01 3.657887160536319772e-03 8.000000000000000383e-04
1.700000000000000122e-02 1.003881939648589405e+00 3.712138529944436233e-03 8.500000000000000611e-04
1.799999999999999864e-02 1.017685151389266851e+00 3.736120544916348915e-03 8.999999999999999754e-04
1.899999999999999953e-02 1.033030303602040956e+00 3.764607720681142043e-03 9.499999999999999981e-04
2.000000000000000042e-02 1.073219609124278495e+00 3.857561188759004323e-03 1.000000000000000021e-03
2.100000000000000130e-02 1.064399904104838868e+00 3.797775895755899772e-03 1.050000000000000152e-03
2.199999999999999872e-02 9.001849850524475949e-01 3.424685728367274275e-03 1.100000000000000066e-03
2.299999999999999961e-02 3.972069270817715769e-01 2.495470524581993796e-03 1.149999999999999981e-03
2.400000000000000050e-02 2.230381214443274418e-01 1.812547097561027906e-03 1.200000000000000112e-03
2.500000000000000139e-02 1.553520079824924349e-01 4.722454711787300169e-03 1.250000000000000243e-03
2.599999999999999881e-02 1.131937888355480787e-01 1.266293624170355958e-03 1.299999999999999940e-03
2.699999999999999969e-02 8.748677327462765774e-02 1.073464804815804814e-03 1.350000000000000071e-03
2.800000000000000058e-02 6.797552508258696002e-02 9.718595451162969842e-04 1.400000000000000203e-03
2.900000000000000147e-02 5.541724721050989011e-02 8.731036828180420905e-04 1.450000000000000117e-03
2.999999999999999889e-02 4.443096130746326117e-02 3.913686539565770523e-04 1.500000000000000031e-03
3.099999999999999978e-02 3.597902462786093519e-02 6.773612114533478007e-04 1.550000000000000162e-03
3.200000000000000067e-02 3.142964327338992198e-02 6.354233131536656280e-04 1.600000000000000077e-03
3.300000000000000155e-02 2.651597031604629312e-02 5.986554646644709834e-04 1.650000000000000208e-03
3.400000000000000244e-02 2.313428784201499930e-02 5.498054991370002849e-04 1.700000000000000122e-03
3.500000000000000333e-02 1.978862295398652396e-02 2.657240962910760841e-04 1.750000000000000253e-03
3.599999999999999728e-02 1.732939489357836552e-02 4.958746251818708884e-04 1.799999999999999951e-03
3.699999999999999817e-02 1.527772916088531059e-02 4.620623874956174162e-04 1.850000000000000082e-03
