# q, R, dR, dq
1.499999999999999944e-02 9.187006407998367097e-01 3.394721717674309587e-03 7.500000000000000156e-04
1.600000000000000033e-02 9.597746271929527007e-01 3.520343974238151086e-03 8.000000000000000383e-04
1.700000000000000122e-02 9.845034903819105399e-01 3.616555005721577756e-03 8.500000000000000611e-04
1.799999999999999864e-02 1.014409613536097599e+00 3.642662045780261162e-03 8.999999999999999754e-04
1.899999999999999953e-02 1.021800387832785262e+00 3.645148526051094143e-03 9.499999999999999981e-04
2.000000000000000042e-02 1.056743847305469330e+00 3.640306942461056950e-03 1.000000000000000021e-03
2.100000000000000130e-02 1.044067392950948303e+00 3.630379137363276120e-03 1.050000000000000152e-03
2.199999999999999872e-02 8.640462014493115461e-01 3.716637090394803687e-03 1.100000000000000066e-03
2.299999999999999961e-02 3.710594213185653967e-01 2.386575899930319655e-03 1.149999999999999981e-03
2.400000000000000050e-02 2.208113781829041111e-01 1.763279863647993590e-03 1.200000000000000112e-03
2.500000000000000139e-02 1.510935038732191260e-01 1.441716935020423938e-03 1.250000000000000243e-03
2.599999999999999881e-02 1.118429771611749168e-01 1.228911968434682556e-03 1.299999999999999940e-03
2.699999999999999969e-02 8.355796833379842969e-02 9.986542796482419243e-04 1.350000000000000071e-03
2.800000000000000058e-02 6.606760604937451931e-02 9.166531848884114592e-04 1.400000000000000203e-03
2.900000000000000147e-02 5.387145466765613094e-02 8.416658535917397304e-04 1.450000000000000117e-03
2.999999999999999889e-02 4.315964894584917166e-02 3.845433749054945555e-04 1.500000000000000031e-03
3.099999999999999978e-02 3.685419212665031613e-02 6.655461581866675821e-04 1.550000000000000162e-03
3.200000000000000067e-02 3.031587436612057443e-02 6.073420420635836006e-04 1.600000000000000077e-03
3.300000000000000155e-02 2.638155792188309409e-02 5.756866257588016044e-04 1.650000000000000208e-03
3.400000000000000244e-02 2.267192147994965754e-02 5.429186787405149454e-04 1.700000000000000122e-03
3.500000000000000333e-02 1.878447705941248963e-02 2.499680868294143076e-04 1.750000000000000253e-03
3.599999999999999728e-02 1.705482734923213090e-02 4.648125711313464206e-04 1.799999999999999951e-03
3.699999999999999817e-02 1.453735401248895318e-02 4.469468121655619484e-04 1.850000000000000082e-03
3.849999999999999950e-02 1.238821018602747834e-02 2.889837371261173415e-04 1.925000000000000062e-03
4.000000000000000083e-02 1.023354387591185813e-02 1.932613296625883433e-04 2.000000000000000042e-03
4.499999999999999833e-02 5.884492924586396008e-03 3.023406414792497395e-05 2.249999999999999830e-03
5.000000000000000278e-02 3.773293680331166449e-03 2.329450628567185483e-05 2.500000000000000486e-03
5.500000000000000028e-02 2.534006145579514261e-03 1.875082148758833365e-05 2.750000000000000274e-03
5.999999999999999778e-02 1.765786820384093649e-03 7.907757550790727575e-06 3.000000000000000062e-03
6.500000000000000222e-02 1.295149109970350314e-03 1.236050097593542540e-05 3.250000000000000284e-03
7.000000000000000666e-02 9.613629996136842555e-04 5.435219851304374702e-06 3.500000000000000507e-03
7.499999999999999722e-02 7.309967221205528401e-04 8.842198556672315536e-06 3.749999999999999861e-03
8.000000000000000167e-02 5.493018310740295593e-04 3.880804402637830900e-06 4.000000000000000083e-03
8.500000000000000611e-02 4.425419281286526721e-04 6.426364713288060875e-06 4.250000000000000305e-03
8.999999999999999667e-02 3.435233726603798606e-04 2.965191359566303886e-06 4.499999999999999660e-03
9.500000000000000111e-02 2.734544033897442572e-04 5.636317012003732896e-06 4.750000000000000749e-03
1.000000000000000056e-01 2.148128252330397153e-04 2.641239849282699192e-06 5.000000000000000971e-03
1.100000000000000006e-01 1.381043775274671105e-04 8.761418609156464075e-07 5.500000000000000548e-03
1.199999999999999956e-01 9.040833244951095992e-05 5.279824724106477279e-07 6.000000000000000125e-03
1.300000000000000044e-01 5.953131804407652455e-05 4.113910548699378216e-07 6.500000000000000569e-03
