# q, R, dR
1.482200000000000011e-02 1.113710625866219495e+00 6.549425840090523920e-02
1.582199999999999926e-02 1.071937006634890999e+00 6.172202687141846444e-02
1.682200000000000015e-02 1.039580618161915826e+00 5.840511260285077832e-02
1.782199999999999757e-02 1.008914734226982191e+00 5.518984334092916222e-02
1.882199999999999845e-02 9.781572889232451606e-01 5.200982399531395989e-02
1.982199999999999934e-02 9.277055117363699477e-01 4.801341497762711547e-02
2.082200000000000023e-02 8.599942144503749386e-01 4.336514797484389283e-02
2.182199999999999765e-02 7.025748938688678447e-01 3.821653806879374976e-02
2.282199999999999854e-02 3.644241815400748319e-01 1.905771905019570250e-02
2.382199999999999943e-02 2.204581003924939442e-01 1.108134821190382736e-02
2.482200000000000031e-02 1.403554519891171137e-01 6.784636659092652990e-03
2.582199999999999773e-02 9.290212838726551181e-02 4.325220229562584499e-03
2.682199999999999862e-02 6.785923052975922909e-02 3.045090671273740016e-03
2.832199999999999995e-02 4.721353334244661470e-02 1.622486804476311328e-03
2.982199999999999782e-02 3.308790729135908937e-02 9.657766251799861264e-04
3.082199999999999870e-02 2.736287137316842713e-02 1.091070255514226071e-03
3.182200000000000306e-02 2.309115377461535418e-02 9.020003284165105904e-04
3.282200000000000395e-02 1.895510881026317082e-02 7.343979250061030955e-04
3.448866666666667441e-02 1.433571733121100263e-02 4.051992598660581640e-04
3.582199999999999968e-02 1.227189478827750597e-02 4.706331169363780391e-04
3.732200000000000101e-02 9.771119823826172196e-03 3.098242267962473032e-04
3.882200000000000234e-02 8.268879032858838726e-03 3.235104341805078963e-04
3.982200000000000323e-02 6.972425967901981630e-03 2.159224745733662654e-04
4.482200000000000073e-02 3.928515716199572350e-03 1.226996681173838310e-04
4.982200000000000517e-02 2.422444870704635288e-03 7.444932461801834320e-05
5.482200000000000267e-02 1.673507833223546442e-03 5.139224300767632414e-05
5.982200000000000017e-02 1.154923068997970072e-03 2.892249539411321832e-05
6.482200000000000462e-02 8.361186143090339326e-04 2.602846391698323064e-05
6.982200000000000906e-02 6.122835693676356456e-04 1.547059878074671881e-05
7.482199999999999962e-02 4.680856454507542879e-04 1.495901008532601737e-05
7.982200000000000406e-02 3.513069744945545095e-04 8.971346680335598591e-06
8.482200000000000850e-02 2.730998560451736125e-04 8.982372948851244696e-06
8.982199999999999906e-02 2.151804364454604841e-04 5.580999986236920372e-06
9.482200000000000351e-02 1.711178996288011773e-04 5.873244265228810600e-06
9.982200000000000795e-02 1.343880253278493977e-04 3.567490660190937045e-06
1.098220000000000030e-01 8.526801964225234030e-05 1.963594362186822662e-06
1.198219999999999980e-01 5.622599930737434215e-05 1.306140011061785185e-06
1.298219999999999930e-01 3.660641890682447949e-05 8.575824033647925946e-07
1.398220000000000018e-01 2.396410781357654748e-05 5.718474094492983566e-07
1.498219999999999830e-01 1.544651826075916175e-05 3.772646421540781340e-07
1.598219999999999918e-01 1.011979940039937055e-05 2.363155964750423880e-07
1.698220000000000007e-01 6.571744389605947137e-06 1.565012595954534345e-07
1.798219999999999819e-01 4.137607442858154161e-06 9.984775935193393870e-08
1.898219999999999907e-01 2.533630159186560705e-06 6.341672182589032835e-08
1.998219999999999996e-01 1.504633416089185632e-06 4.020696551088096992e-08
2.098219999999999807e-01 9.586276632501873752e-07 2.302628558277961726e-08
2.198219999999999896e-01 6.780036600529062586e-07 1.731716670663526636e-08
2.298219999999999985e-01 5.501636063587257083e-07 1.422637557426885307e-08
2.398219999999999796e-01 5.031929010762297720e-07 1.310613534083624601e-08
2.498219999999999885e-01 4.897366100086404520e-07 1.207367925235141536e-08
2.598219999999999974e-01 4.921213304445667206e-07 1.213057054440884055e-08
2.698220000000000063e-01 4.851058405030929210e-07 1.207436177500405506e-08
2.798220000000000152e-01 4.774654623577992662e-07 1.201816827580388963e-08
2.898219999999999685e-01 4.506800288299359630e-07 1.152001198872521105e-08
2.998219999999999774e-01 4.163484242741929227e-07 1.006300805368343255e-08
3.164886666666666404e-01 3.545129774442251210e-07 8.554368459515054475e-09
3.398220000000000129e-01 2.492797805812272475e-07 6.564248844572902740e-09
3.598219999999999752e-01 1.688778200277063359e-07 4.949456663225583352e-09
3.798219999999999930e-01 1.008270228893588467e-07 3.401105424929514951e-09
3.998220000000000107e-01 5.576698385542101218e-08 2.292500304966548100e-09
4.198219999999999730e-01 2.712635570592000267e-08 1.433762633157240607e-09
4.398219999999999907e-01 1.252223408663895497e-08 9.831448929505667343e-10
4.598220000000000085e-01 6.288395506169140441e-09 8.663745823508118454e-10
4.798219999999999708e-01 3.465481402560902726e-09 6.144593199305965855e-10
4.998219999999999885e-01 2.857114193683355158e-09 7.293344212744384580e-10
5.198220000000000063e-01 2.863052882388862414e-09 5.852784966813473570e-10
5.398220000000000240e-01 2.260578081699253343e-09 5.031951208538542456e-10
5.598220000000000418e-01 1.910706858083536241e-09 6.573547556265088661e-10
5.798219999999999485e-01 1.629939919171328305e-09 5.799111982261180897e-10
6.098219999999999752e-01 7.427428249814787358e-10 4.345223870293656135e-10
6.398220000000000018e-01 3.835910746789927185e-09 4.917300006961063138e-09
6.598220000000000196e-01 2.588327868287967283e-11 9.600808495507717532e-07
6.798220000000000374e-01 2.208515439488696703e-10 5.376436238403696407e-10
