# q, R, dR
1.482200000000000011e-02 1.099781301243074383e+00 6.480310300458869133e-02
1.582199999999999926e-02 1.064715770211237755e+00 6.134614634735956196e-02
1.682200000000000015e-02 1.025181450948725592e+00 5.770084178672039293e-02
1.782199999999999757e-02 9.926371513639227206e-01 5.440605641162158529e-02
1.882199999999999845e-02 9.669329376287335576e-01 5.147022702102431457e-02
1.982199999999999934e-02 9.411005258333908774e-01 4.856602033706601540e-02
2.082200000000000023e-02 9.096508627709161132e-01 4.548117125598150068e-02
2.182199999999999765e-02 7.484085102873508921e-01 4.067394008641194575e-02
2.282199999999999854e-02 3.167712873019692954e-01 1.656113353713018974e-02
2.382199999999999943e-02 1.801127016473442755e-01 9.059262009331445556e-03
2.482200000000000031e-02 1.201205811209036106e-01 5.807865510772240204e-03
2.582199999999999773e-02 8.728511123492901924e-02 4.062952764326679955e-03
2.682199999999999862e-02 6.395568926187920888e-02 2.867002942272878219e-03
2.832199999999999995e-02 4.443461169692814600e-02 1.526087974447842919e-03
2.982199999999999782e-02 3.122165017589302941e-02 9.114950367557036375e-04
3.082199999999999870e-02 2.565620745482329393e-02 1.020243211216130411e-03
3.182200000000000306e-02 2.134199227023916498e-02 8.310038070884717644e-04
3.282200000000000395e-02 1.862819292844673444e-02 7.097736992166946580e-04
3.448866666666667441e-02 1.334804331179582915e-02 3.758107978803152793e-04
3.582199999999999968e-02 1.113787701335773248e-02 4.270794594360950388e-04
3.732200000000000101e-02 9.238985541193674850e-03 2.939780221311238343e-04
3.882200000000000234e-02 7.420720139674672443e-03 2.970516118026134524e-04
3.982200000000000323e-02 6.602866969731866625e-03 2.005576964664609982e-04
4.482200000000000073e-02 3.717374163465800643e-03 1.156138915417936707e-04
4.982200000000000517e-02 2.331657429242053794e-03 7.131618369828144613e-05
5.482200000000000267e-02 1.556085939253466690e-03 4.756431311794661742e-05
5.982200000000000017e-02 1.065303584693036041e-03 2.657477296966250318e-05
6.482200000000000462e-02 7.675847768135969293e-04 2.383747280203733410e-05
6.982200000000000906e-02 5.584829763044067957e-04 1.407114825026528749e-05
7.482199999999999962e-02 4.212887315491837203e-04 1.342331057442608416e-05
7.982200000000000406e-02 3.141706167310772410e-04 8.008325912857277836e-06
8.482200000000000850e-02 2.464811839624215769e-04 8.103353301667871186e-06
8.982199999999999906e-02 1.911168021938685333e-04 4.937368028681731086e-06
9.482200000000000351e-02 1.494988006456548070e-04 5.177012272878626631e-06
9.982200000000000795e-02 1.156857494985209057e-04 3.072262309770576545e-06
1.098220000000000030e-01 7.315901272421307660e-05 1.681159044745523434e-06
1.198219999999999980e-01 4.744113306735930490e-05 1.095917455528616390e-06
1.298219999999999930e-01 3.073591435840838140e-05 7.213804144223127186e-07
1.398220000000000018e-01 1.920162476191716603e-05 4.581758777240379564e-07
1.498219999999999830e-01 1.230861301475852920e-05 3.061562782338557726e-07
1.598219999999999918e-01 7.913297077996978522e-06 1.856240925082954302e-07
1.698220000000000007e-01 4.895695421793169061e-06 1.165267548009157780e-07
1.798219999999999819e-01 3.048127974863039886e-06 7.592140558908700513e-08
1.898219999999999907e-01 1.828927519485476252e-06 4.734324416137276733e-08
1.998219999999999996e-01 1.037327548150595031e-06 2.950798850328269925e-08
2.098219999999999807e-01 5.839675106810908560e-07 1.515826735952268602e-08
2.198219999999999896e-01 3.474597186226268131e-07 9.020138884650752489e-09
2.298219999999999985e-01 2.705406605305353257e-07 7.407118734450131489e-09
2.398219999999999796e-01 2.750930336076826661e-07 7.202797834223683919e-09
2.498219999999999885e-01 3.097060460386810719e-07 7.986421890693400853e-09
2.598219999999999974e-01 3.550143717188400438e-07 9.032471070476286817e-09
2.698220000000000063e-01 3.942258959730130993e-07 9.939759451635764801e-09
2.798220000000000152e-01 4.132421880840338302e-07 1.041491587974050776e-08
2.898219999999999685e-01 4.086597902351444331e-07 1.042919014549802867e-08
2.998219999999999774e-01 3.904653702745221754e-07 9.346817255143471648e-09
3.164886666666666404e-01 3.445856706749031006e-07 8.260182203082691403e-09
3.398220000000000129e-01 2.569623913030008217e-07 6.657230892346965973e-09
3.598219999999999752e-01 1.796150605259576606e-07 4.882904566090679544e-09
3.798219999999999930e-01 1.152247705393915608e-07 3.528787840775195274e-09
3.998220000000000107e-01 6.613688891385644445e-08 2.040623932105129022e-09
4.198219999999999730e-01 3.132134346772175317e-08 1.263915414492209188e-09
4.398219999999999907e-01 1.269509115358933252e-08 9.463640844542364959e-10
4.598220000000000085e-01 5.148756498539649473e-09 7.177473893028194888e-10
4.798219999999999708e-01 2.555005817135116032e-09 6.158161022857762560e-10
4.998219999999999885e-01 1.848214164906639448e-09 5.169686520560940092e-10
5.198220000000000063e-01 1.792357397969185777e-09 6.964330658046774204e-10
5.398220000000000240e-01 1.799421578922732272e-09 6.522310564640070890e-10
5.598220000000000418e-01 1.649718147844139845e-09 5.021248832545068031e-10
5.798219999999999485e-01 1.440302400734924972e-09 5.130549958693155608e-10
6.098219999999999752e-01 1.732198421579127771e-09 1.821164468576066482e-09
6.398220000000000018e-01 7.386004451355472233e-10 6.522946193428889961e-10
6.598220000000000196e-01 4.373845510451431651e-10 4.590604480505046134e-10
6.798220000000000374e-01 6.136109972880352381e-09 6.402196758183694950e-06
