# q, R, dR
1.482200000000000011e-02 1.096804717074275626e+00 6.467063524624006021e-02
1.582199999999999926e-02 1.061121097941215563e+00 6.119315169659887005e-02
1.682200000000000015e-02 1.024707852062036739e+00 5.769254571776282620e-02
1.782199999999999757e-02 9.905706731798665787e-01 5.433080868754844306e-02
1.882199999999999845e-02 9.684275152606129922e-01 5.155115773073681157e-02
1.982199999999999934e-02 9.440997319830385370e-01 4.871115474372719051e-02
2.082200000000000023e-02 9.142684124989539640e-01 4.569232193844177670e-02
2.182199999999999765e-02 7.431740442726475493e-01 4.040787136629500620e-02
2.282199999999999854e-02 3.060683679231783749e-01 1.602584426503738183e-02
2.382199999999999943e-02 1.757553810421654261e-01 8.866105215731598377e-03
2.482200000000000031e-02 1.218175124321095176e-01 5.912399047498671269e-03
2.582199999999999773e-02 8.634041039418494101e-02 4.036220047791913741e-03
2.682199999999999862e-02 6.513887007419096042e-02 2.944187434498810648e-03
2.782199999999999951e-02 5.028440044800027570e-02 2.193197258862509581e-03
2.882200000000000040e-02 4.049456159578588427e-02 1.713525550045146830e-03
2.982199999999999782e-02 3.148478250671188361e-02 9.238429359592269198e-04
3.082199999999999870e-02 2.699665448564386033e-02 1.087517505718311930e-03
3.182200000000000306e-02 2.188303645429627575e-02 8.683712956601932114e-04
3.282200000000000395e-02 1.852756545376686020e-02 7.268514068485143345e-04
3.382200000000000484e-02 1.541752757544569488e-02 6.072902834652429450e-04
3.482200000000000573e-02 1.315137004408327079e-02 3.991424153315495968e-04
3.582199999999999968e-02 1.177455868765545088e-02 4.669433695837834904e-04
3.682200000000000056e-02 1.066284854622118715e-02 4.276980797358214716e-04
3.832200000000000190e-02 8.525421658567587657e-03 2.834527764195299694e-04
3.982200000000000323e-02 7.247047028940643669e-03 2.248787003318511023e-04
4.482200000000000073e-02 3.923114145942865547e-03 1.218619144687947871e-04
4.982200000000000517e-02 2.487090047118401589e-03 7.600398374776609286e-05
5.482200000000000267e-02 1.634081912761964871e-03 4.998317607194979794e-05
5.982200000000000017e-02 1.124252939444647138e-03 2.807435622353905198e-05
6.482200000000000462e-02 8.025528067197386416e-04 2.502130386474926002e-05
6.982200000000000906e-02 5.898120286847298270e-04 1.489090068492779877e-05
7.482199999999999962e-02 4.510498409724945207e-04 1.447542117724371890e-05
7.982200000000000406e-02 3.316374001116644725e-04 8.462875954402589382e-06
8.482200000000000850e-02 2.627398593105581006e-04 8.782240810566232185e-06
8.982199999999999906e-02 2.107168540536441103e-04 5.529401568630142245e-06
9.482200000000000351e-02 1.673547611081915376e-04 5.957483852197868171e-06
9.982200000000000795e-02 1.340707669638906943e-04 3.655302318912736564e-06
1.098220000000000030e-01 8.448917152047605533e-05 1.961000338037200528e-06
1.198219999999999980e-01 5.402685091315044102e-05 1.254736389081815973e-06
1.298219999999999930e-01 3.442519244662604146e-05 8.091973390778123660e-07
1.398220000000000018e-01 2.243600545154290362e-05 5.400222067723906000e-07
1.498219999999999830e-01 1.425760766953116193e-05 3.516298928334450148e-07
1.598219999999999918e-01 9.266011960848089267e-06 2.185797126709139162e-07
1.698220000000000007e-01 6.241362343964609969e-06 1.494313293461838599e-07
1.798219999999999819e-01 4.006865397727399990e-06 9.826790720153909898e-08
1.898219999999999907e-01 2.545889654811720571e-06 6.652533085102698663e-08
1.998219999999999996e-01 1.420003811184367008e-06 3.997713196405398996e-08
2.098219999999999807e-01 7.345596562590096562e-07 1.935240384252196040e-08
2.198219999999999896e-01 4.018754001481782882e-07 1.165606682486304916e-08
2.298219999999999985e-01 4.567208844892023501e-07 1.237817313570316564e-08
2.398219999999999796e-01 6.530052798373238547e-07 1.698138347990477841e-08
2.498219999999999885e-01 7.371520343192096334e-07 1.927428008308715023e-08
2.598219999999999974e-01 7.320440330782386343e-07 1.795835980425415675e-08
2.698220000000000063e-01 6.775294341165065406e-07 1.676836524449724695e-08
2.798220000000000152e-01 5.918756520595836662e-07 1.479351589345090787e-08
2.898219999999999685e-01 5.216601534168548769e-07 1.361736589107749186e-08
2.998219999999999774e-01 4.472532353571832790e-07 1.215962307043933099e-08
3.098219999999999863e-01 3.837500599546637107e-07 1.053980759887930787e-08
3.198219999999999952e-01 3.445271340409562747e-07 1.021068375477914735e-08
3.298220000000000041e-01 3.096311280535951787e-07 9.112107984592201508e-09
3.448219999999999619e-01 2.499923838722162351e-07 6.505468669220691994e-09
3.598219999999999752e-01 1.830566940575522601e-07 5.949939533467340542e-09
3.698219999999999841e-01 1.416339139406656484e-07 5.351993096968258149e-09
3.798219999999999930e-01 1.038510030461003825e-07 4.078534542737863124e-09
3.898220000000000018e-01 7.631147896694621150e-08 3.721823326680229749e-09
