# q, R, dR
2.382199999999999943e-02 5.548943668998614909e-01 5.586333648361165721e-02
2.482200000000000031e-02 3.590742988442610084e-01 3.590105665278408437e-02
2.582199999999999773e-02 2.565315376160653971e-01 2.546839625213431768e-02
2.682199999999999862e-02 1.857998827745183656e-01 1.831327617911600314e-02
2.782199999999999951e-02 1.419327297639715046e-01 1.388668786538843625e-02
2.882200000000000040e-02 1.125975147984806524e-01 1.093377923130363881e-02
2.982199999999999782e-02 8.806018563429371393e-02 7.041958078582909349e-03
3.082199999999999870e-02 7.207285232019408627e-02 6.891763583274086551e-03
3.182200000000000306e-02 5.896742916058143880e-02 5.594746877098926742e-03
3.282200000000000395e-02 4.850227650843330629e-02 4.565647090053609469e-03
3.382200000000000484e-02 4.224380796896177320e-02 3.944772568202127745e-03
3.515533333333333704e-02 3.250129486843907761e-02 2.580479208224358868e-03
3.682200000000000056e-02 2.533261056233725508e-02 2.309416764914064280e-03
3.782200000000000145e-02 2.240118399279786635e-02 2.025696308827731624e-03
3.882200000000000234e-02 1.936137313239635893e-02 1.737067886326967457e-03
3.982200000000000323e-02 1.647917007438923914e-02 1.360862964362836557e-03
4.482200000000000073e-02 8.832235875133232286e-03 8.461059232101808200e-04
4.982200000000000517e-02 5.312410640100164762e-03 4.939742332428109133e-04
5.482200000000000267e-02 3.424847779159747533e-03 3.103427163219970707e-04
5.982200000000000017e-02 2.308778112109984536e-03 1.773351748109858726e-04
6.482200000000000462e-02 1.618080760854267866e-03 1.412929843770800676e-04
6.982200000000000906e-02 1.159161342265087932e-03 8.845493574217198429e-05
7.482199999999999962e-02 8.849205038939452102e-04 7.581967947238279137e-05
7.982200000000000406e-02 6.653755910231986485e-04 5.053020276600124044e-05
8.482200000000000850e-02 5.183504722903832301e-04 4.413580849934434068e-05
8.982199999999999906e-02 4.020368483600762375e-04 3.050388837534639936e-05
9.482200000000000351e-02 3.150882666900379353e-04 2.686732533451299706e-05
9.982200000000000795e-02 2.550926051031393105e-04 1.937691599309797019e-05
1.098220000000000030e-01 1.587693937765400048e-04 1.170240945143136217e-05
1.198219999999999980e-01 1.027836900919657442e-04 7.607956785789560158e-06
1.298219999999999930e-01 6.608761061104109237e-05 4.916910477143022450e-06
1.398220000000000018e-01 4.121042004115847175e-05 3.102864886629383459e-06
1.498219999999999830e-01 2.612227075471994261e-05 2.002539444757621663e-06
1.598219999999999918e-01 1.511416337090432537e-05 1.112534362751396645e-06
1.698220000000000007e-01 8.849058479953694252e-06 6.641215107454546572e-07
1.798219999999999819e-01 4.836915176316628758e-06 3.802779873423245190e-07
1.898219999999999907e-01 2.734701330209139850e-06 2.358317937252130201e-07
1.998219999999999996e-01 1.369382246964042865e-06 1.543799401259799025e-07
2.098219999999999807e-01 6.496152922657413251e-07 5.375440988747919480e-08
2.198219999999999896e-01 4.401994537951174629e-07 4.151118499652304524e-08
2.298219999999999985e-01 4.998164705116968299e-07 4.634029638886164104e-08
2.398219999999999796e-01 6.521906824940118010e-07 5.417191675845160150e-08
2.498219999999999885e-01 8.552839187102677165e-07 6.658617340966153291e-08
2.598219999999999974e-01 1.088266552617243526e-06 8.362947166415832405e-08
2.698220000000000063e-01 1.215515816299190497e-06 9.123505454225324120e-08
2.798220000000000152e-01 1.328934394165947446e-06 9.918752303604403586e-08
2.898219999999999685e-01 1.319450352733850214e-06 9.838388151004002348e-08
2.998219999999999774e-01 1.205893993674654211e-06 8.786439295496235296e-08
3.098219999999999863e-01 1.145326461354750765e-06 8.659003360406813440e-08
3.198219999999999952e-01 1.002520161750016237e-06 7.348359826942000040e-08
3.398220000000000129e-01 7.293702820420099122e-07 5.854599096029582101e-08
3.598219999999999752e-01 4.869796253873812540e-07 4.142876156933862827e-08
3.798219999999999930e-01 3.285341781375131051e-07 3.048827293074228401e-08
3.998220000000000107e-01 1.587782849930992447e-07 1.982163050520791599e-08
4.198219999999999730e-01 7.037381367521727897e-08 1.945051258807239975e-08
4.398219999999999907e-01 3.834768142231499170e-08 1.601766599666958322e-08
4.598220000000000085e-01 1.588205995873805272e-08 1.369384192266420215e-08
4.798219999999999708e-01 1.015461829145245622e-08 1.291457773364120677e-08
4.998219999999999885e-01 8.948149649331482568e-08 5.996864975830881538e-06
5.198220000000000063e-01 1.349042174383403687e-08 1.307577956877898593e-08
5.398220000000000240e-01 1.166502526652390336e-08 1.394222650269198431e-08
5.598220000000000418e-01 1.488998585572326525e-08 1.535572782211227609e-08
5.798219999999999485e-01 1.633784391447153672e-07 1.269919475441232730e-06
5.998219999999999663e-01 8.910311993307128047e-09 1.586864762645912888e-06
6.198219999999999841e-01 2.540298085354650767e-08 1.977319763892239268e-08
6.398220000000000018e-01 2.642507695756357467e-08 1.757363355585176075e-08
6.598220000000000196e-01 1.945236758745693673e-07 3.214677619458533798e-06
6.798220000000000374e-01 2.190614385611549329e-08 1.892963634291184018e-08
